[2024-06-02T07:09:04] Estimation window: 2011-08-05 - 2017-07-21, Best order: (2, 0, 2)-(1, 1), AIC: -6.84130639729263, Final model converged
[2024-06-02T07:09:25] Estimation window: 2011-08-08 - 2017-07-24, Best order: (1, 0, 0)-(1, 1), AIC: -6.83638502683184, Final model converged
[2024-06-02T07:09:45] Estimation window: 2011-08-09 - 2017-07-25, Best order: (1, 0, 0)-(1, 1), AIC: -6.85962609317883, Final model converged
[2024-06-02T07:10:09] Estimation window: 2011-08-10 - 2017-07-26, Best order: (4, 0, 5)-(1, 1), AIC: -6.83923171527179, Final model converged
[2024-06-02T07:10:29] Estimation window: 2011-08-11 - 2017-07-27, Best order: (5, 0, 3)-(1, 1), AIC: -6.85856316608796, Final model converged
[2024-06-02T07:10:47] Estimation window: 2011-08-12 - 2017-07-28, Best order: (5, 0, 5)-(1, 1), AIC: -6.88275898684254, Final model converged
[2024-06-02T07:11:38] Estimation window: 2011-08-15 - 2017-07-31, Best order: (5, 0, 4)-(1, 1), AIC: 476.848371745495, Final model FAILED to converge
[2024-06-02T07:11:58] Estimation window: 2011-08-16 - 2017-08-01, Best order: (4, 0, 4)-(1, 1), AIC: -6.88462890121686, Final model converged
[2024-06-02T07:12:18] Estimation window: 2011-08-17 - 2017-08-02, Best order: (4, 0, 4)-(1, 1), AIC: -6.8803341797411, Final model converged
[2024-06-02T07:12:50] Estimation window: 2011-08-18 - 2017-08-03, Best order: (5, 0, 5)-(1, 1), AIC: -6.87416852044201, Final model converged
[2024-06-02T07:13:11] Estimation window: 2011-08-19 - 2017-08-04, Best order: (4, 0, 4)-(1, 1), AIC: -6.90081150081602, Final model converged
[2024-06-02T07:13:40] Estimation window: 2011-08-22 - 2017-08-07, Best order: (5, 0, 3)-(1, 1), AIC: -6.90132844255933, Final model converged
[2024-06-02T07:14:02] Estimation window: 2011-08-23 - 2017-08-08, Best order: (4, 0, 3)-(1, 1), AIC: -6.9091506753491, Final model converged
[2024-06-02T07:14:24] Estimation window: 2011-08-24 - 2017-08-09, Best order: (3, 0, 4)-(1, 1), AIC: -6.91143842715498, Final model converged
[2024-06-02T07:15:01] Estimation window: 2011-08-25 - 2017-08-10, Best order: (4, 0, 2)-(1, 1), AIC: -6.89934845296963, Final model converged
[2024-06-02T07:15:23] Estimation window: 2011-08-26 - 2017-08-11, Best order: (4, 0, 3)-(1, 1), AIC: -6.89944210076405, Final model converged
[2024-06-02T07:15:46] Estimation window: 2011-08-29 - 2017-08-14, Best order: (5, 0, 4)-(1, 1), AIC: -6.90336860851519, Final model converged
[2024-06-02T07:16:09] Estimation window: 2011-08-30 - 2017-08-15, Best order: (3, 0, 4)-(1, 1), AIC: -6.91164473855963, Final model converged
[2024-06-02T07:16:30] Estimation window: 2011-08-31 - 2017-08-16, Best order: (4, 0, 2)-(1, 1), AIC: -6.89863312386754, Final model converged
[2024-06-02T07:16:50] Estimation window: 2011-09-01 - 2017-08-17, Best order: (1, 0, 1)-(1, 1), AIC: -6.9107606266724, Final model converged
[2024-06-02T07:17:11] Estimation window: 2011-09-02 - 2017-08-18, Best order: (5, 0, 5)-(1, 1), AIC: -6.90256158240898, Final model FAILED to converge
[2024-06-02T07:17:33] Estimation window: 2011-09-06 - 2017-08-21, Best order: (5, 0, 2)-(1, 1), AIC: -6.90229215404162, Final model converged
