[2024-06-02T07:09:01] Estimation window: 2003-03-17 - 2009-02-27, Best order: (5, 0, 5)-(1, 1), AIC: -6.55285958023871, Final model converged
[2024-06-02T07:09:17] Estimation window: 2003-03-18 - 2009-03-02, Best order: (4, 0, 2)-(1, 1), AIC: -6.54868870235747, Final model converged
[2024-06-02T07:09:38] Estimation window: 2003-03-19 - 2009-03-03, Best order: (5, 0, 5)-(1, 1), AIC: -6.54893781588158, Final model converged
[2024-06-02T07:10:05] Estimation window: 2003-03-20 - 2009-03-04, Best order: (4, 0, 3)-(1, 1), AIC: -6.53283167314457, Final model converged
[2024-06-02T07:10:22] Estimation window: 2003-03-21 - 2009-03-05, Best order: (2, 0, 4)-(1, 1), AIC: -6.53845722838399, Final model FAILED to converge
[2024-06-02T07:10:54] Estimation window: 2003-03-24 - 2009-03-06, Best order: (3, 0, 5)-(1, 1), AIC: -6.5444093759711, Final model converged
[2024-06-02T07:11:14] Estimation window: 2003-03-25 - 2009-03-09, Best order: (2, 0, 3)-(1, 1), AIC: -6.54251764269812, Final model converged
[2024-06-02T07:11:31] Estimation window: 2003-03-26 - 2009-03-10, Best order: (5, 0, 5)-(1, 1), AIC: -6.54939996948108, Final model FAILED to converge
[2024-06-02T07:11:47] Estimation window: 2003-03-27 - 2009-03-11, Best order: (5, 0, 4)-(1, 1), AIC: -6.53458355056978, Final model converged
[2024-06-02T07:12:11] Estimation window: 2003-03-28 - 2009-03-12, Best order: (4, 0, 5)-(1, 1), AIC: -6.5332465052589, Final model converged
[2024-06-02T07:12:27] Estimation window: 2003-03-31 - 2009-03-13, Best order: (1, 0, 1)-(1, 1), AIC: -6.5346411168073, Final model converged
[2024-06-02T07:12:43] Estimation window: 2003-04-01 - 2009-03-16, Best order: (5, 0, 3)-(1, 1), AIC: -6.55026743619787, Final model converged
[2024-06-02T07:13:10] Estimation window: 2003-04-02 - 2009-03-17, Best order: (5, 0, 5)-(1, 1), AIC: -6.55061199741808, Final model converged
[2024-06-02T07:13:40] Estimation window: 2003-04-03 - 2009-03-18, Best order: (1, 0, 1)-(1, 1), AIC: -6.53457867027957, Final model converged
[2024-06-02T07:13:55] Estimation window: 2003-04-04 - 2009-03-19, Best order: (5, 0, 2)-(1, 1), AIC: -6.53202213180865, Final model converged
[2024-06-02T07:14:16] Estimation window: 2003-04-07 - 2009-03-20, Best order: (5, 0, 2)-(1, 1), AIC: -6.52896718285159, Final model converged
[2024-06-02T07:14:33] Estimation window: 2003-04-08 - 2009-03-23, Best order: (5, 0, 5)-(1, 1), AIC: -6.54046576015276, Final model converged
[2024-06-02T07:15:02] Estimation window: 2003-04-09 - 2009-03-24, Best order: (3, 0, 3)-(1, 1), AIC: -6.52141486310699, Final model converged
[2024-06-02T07:15:22] Estimation window: 2003-04-10 - 2009-03-25, Best order: (1, 0, 1)-(1, 1), AIC: -6.52493664198036, Final model converged
[2024-06-02T07:15:40] Estimation window: 2003-04-11 - 2009-03-26, Best order: (3, 0, 5)-(1, 1), AIC: -6.52463128320019, Final model converged
[2024-06-02T07:15:57] Estimation window: 2003-04-14 - 2009-03-27, Best order: (1, 0, 1)-(1, 1), AIC: -6.52227606238861, Final model converged
[2024-06-02T07:16:26] Estimation window: 2003-04-15 - 2009-03-30, Best order: (5, 0, 4)-(1, 1), AIC: -6.52039607411233, Final model converged
[2024-06-02T07:16:53] Estimation window: 2003-04-16 - 2009-03-31, Best order: (4, 0, 5)-(1, 1), AIC: -6.5276008347719, Final model converged
[2024-06-02T07:17:27] Estimation window: 2003-04-17 - 2009-04-01, Best order: (4, 0, 4)-(1, 1), AIC: -6.51674824745707, Final model converged
[2024-06-02T07:17:45] Estimation window: 2003-04-21 - 2009-04-02, Best order: (4, 0, 4)-(1, 1), AIC: -6.51809873833757, Final model FAILED to converge
[2024-06-02T07:18:00] Estimation window: 2003-04-22 - 2009-04-03, Best order: (1, 0, 1)-(1, 1), AIC: -6.5180846615943, Final model converged
[2024-06-02T07:18:17] Estimation window: 2003-04-23 - 2009-04-06, Best order: (5, 0, 4)-(1, 1), AIC: -6.51616928992369, Final model converged
[2024-06-02T07:18:46] Estimation window: 2003-04-24 - 2009-04-07, Best order: (4, 0, 4)-(1, 1), AIC: -6.51389705060914, Final model converged
[2024-06-02T07:19:09] Estimation window: 2003-04-25 - 2009-04-08, Best order: (4, 0, 5)-(1, 1), AIC: -6.51405867345064, Final model converged
[2024-06-02T07:19:25] Estimation window: 2003-04-28 - 2009-04-09, Best order: (5, 0, 5)-(1, 1), AIC: -6.51609629027086, Final model converged
[2024-06-02T07:19:44] Estimation window: 2003-04-29 - 2009-04-13, Best order: (3, 0, 4)-(1, 1), AIC: -6.51115557936555, Final model converged
[2024-06-02T07:20:03] Estimation window: 2003-04-30 - 2009-04-14, Best order: (4, 0, 3)-(1, 1), AIC: -6.51325830453083, Final model converged
[2024-06-02T07:20:29] Estimation window: 2003-05-01 - 2009-04-15, Best order: (5, 0, 5)-(1, 1), AIC: -6.50824845098961, Final model FAILED to converge
[2024-06-02T07:20:59] Estimation window: 2003-05-02 - 2009-04-16, Best order: (4, 0, 4)-(1, 1), AIC: -6.5080870041492, Final model converged
[2024-06-02T07:21:18] Estimation window: 2003-05-05 - 2009-04-17, Best order: (1, 0, 1)-(1, 1), AIC: -6.51225436605771, Final model converged
[2024-06-02T07:21:36] Estimation window: 2003-05-06 - 2009-04-20, Best order: (1, 0, 1)-(1, 1), AIC: -6.50891754534923, Final model converged
[2024-06-02T07:21:52] Estimation window: 2003-05-07 - 2009-04-21, Best order: (2, 0, 4)-(1, 1), AIC: -6.5148708148258, Final model converged
[2024-06-02T07:22:07] Estimation window: 2003-05-08 - 2009-04-22, Best order: (3, 0, 5)-(1, 1), AIC: -6.50512594135101, Final model converged
[2024-06-02T07:22:23] Estimation window: 2003-05-09 - 2009-04-23, Best order: (4, 0, 3)-(1, 1), AIC: -6.50441210826443, Final model FAILED to converge
[2024-06-02T07:22:46] Estimation window: 2003-05-12 - 2009-04-24, Best order: (3, 0, 4)-(1, 1), AIC: -6.50391483860061, Final model FAILED to converge
[2024-06-02T07:23:02] Estimation window: 2003-05-13 - 2009-04-27, Best order: (2, 0, 4)-(1, 1), AIC: -6.50565625965965, Final model converged
[2024-06-02T07:23:19] Estimation window: 2003-05-14 - 2009-04-28, Best order: (1, 0, 1)-(1, 1), AIC: -6.50548613699665, Final model converged
[2024-06-02T07:23:36] Estimation window: 2003-05-15 - 2009-04-29, Best order: (5, 0, 4)-(1, 1), AIC: -6.50123760282177, Final model converged
[2024-06-02T07:23:54] Estimation window: 2003-05-16 - 2009-04-30, Best order: (5, 0, 3)-(1, 1), AIC: -6.50455444059768, Final model converged
[2024-06-02T07:24:19] Estimation window: 2003-05-19 - 2009-05-01, Best order: (5, 0, 3)-(1, 1), AIC: -6.51116831621644, Final model converged
[2024-06-02T07:24:35] Estimation window: 2003-05-20 - 2009-05-04, Best order: (2, 0, 5)-(1, 1), AIC: -6.50015902594333, Final model converged
[2024-06-02T07:25:03] Estimation window: 2003-05-21 - 2009-05-05, Best order: (5, 0, 5)-(1, 1), AIC: -6.49906841290217, Final model converged
[2024-06-02T07:25:24] Estimation window: 2003-05-22 - 2009-05-06, Best order: (4, 0, 3)-(1, 1), AIC: -6.497566414299, Final model converged
[2024-06-02T07:25:47] Estimation window: 2003-05-23 - 2009-05-07, Best order: (2, 0, 4)-(1, 1), AIC: -6.5025547676594, Final model converged
[2024-06-02T07:26:09] Estimation window: 2003-05-27 - 2009-05-08, Best order: (5, 0, 3)-(1, 1), AIC: -6.50507276379536, Final model converged
[2024-06-02T07:27:00] Estimation window: 2003-05-28 - 2009-05-11, Best order: (5, 0, 3)-(1, 1), AIC: 34.9044295864675, Final model FAILED to converge
[2024-06-02T07:27:35] Estimation window: 2003-05-29 - 2009-05-12, Best order: (4, 0, 4)-(1, 1), AIC: 2.35302429405168, Final model FAILED to converge
