[2024-06-02T07:09:03] Estimation window: 2012-10-16 - 2018-10-02, Best order: (4, 0, 1)-(1, 1), AIC: -7.11452892971491, Final model converged
[2024-06-02T07:09:30] Estimation window: 2012-10-17 - 2018-10-03, Best order: (5, 0, 5)-(1, 1), AIC: -7.14300878172262, Final model converged
[2024-06-02T07:09:51] Estimation window: 2012-10-18 - 2018-10-04, Best order: (5, 0, 5)-(1, 1), AIC: -7.11238619386371, Final model converged
[2024-06-02T07:10:23] Estimation window: 2012-10-19 - 2018-10-05, Best order: (5, 0, 2)-(1, 1), AIC: -7.11261548130237, Final model converged
[2024-06-02T07:10:43] Estimation window: 2012-10-22 - 2018-10-08, Best order: (5, 0, 2)-(1, 1), AIC: -7.11126379940886, Final model converged
[2024-06-02T07:11:17] Estimation window: 2012-10-23 - 2018-10-09, Best order: (5, 0, 5)-(1, 1), AIC: -7.1189278461799, Final model converged
[2024-06-02T07:11:40] Estimation window: 2012-10-24 - 2018-10-10, Best order: (5, 0, 2)-(1, 1), AIC: -7.09026825432631, Final model converged
[2024-06-02T07:12:05] Estimation window: 2012-10-25 - 2018-10-11, Best order: (5, 0, 4)-(1, 1), AIC: -7.11262147773346, Final model converged
[2024-06-02T07:12:32] Estimation window: 2012-10-26 - 2018-10-12, Best order: (5, 0, 4)-(1, 1), AIC: -7.08810472345469, Final model converged
[2024-06-02T07:12:55] Estimation window: 2012-10-31 - 2018-10-15, Best order: (4, 0, 3)-(1, 1), AIC: -7.09986847655011, Final model converged
[2024-06-02T07:13:14] Estimation window: 2012-11-01 - 2018-10-16, Best order: (3, 0, 4)-(1, 1), AIC: -7.08764127500611, Final model converged
[2024-06-02T07:13:35] Estimation window: 2012-11-02 - 2018-10-17, Best order: (4, 0, 4)-(1, 1), AIC: -7.11376193257518, Final model converged
[2024-06-02T07:13:56] Estimation window: 2012-11-05 - 2018-10-18, Best order: (3, 0, 5)-(1, 1), AIC: -7.08925970046678, Final model converged
[2024-06-02T07:14:20] Estimation window: 2012-11-06 - 2018-10-19, Best order: (4, 0, 4)-(1, 1), AIC: -7.08843590900788, Final model converged
[2024-06-02T07:14:39] Estimation window: 2012-11-07 - 2018-10-22, Best order: (3, 0, 2)-(1, 1), AIC: -7.08650430185686, Final model converged
[2024-06-02T07:15:03] Estimation window: 2012-11-08 - 2018-10-23, Best order: (5, 0, 4)-(1, 1), AIC: -7.09285784014285, Final model converged
[2024-06-02T07:15:29] Estimation window: 2012-11-09 - 2018-10-24, Best order: (3, 0, 3)-(1, 1), AIC: -7.08667756550046, Final model converged
[2024-06-02T07:15:50] Estimation window: 2012-11-12 - 2018-10-25, Best order: (3, 0, 5)-(1, 1), AIC: -7.079711067788, Final model converged
[2024-06-02T07:16:17] Estimation window: 2012-11-13 - 2018-10-26, Best order: (4, 0, 4)-(1, 1), AIC: -7.08413943973671, Final model converged
[2024-06-02T07:16:56] Estimation window: 2012-11-14 - 2018-10-29, Best order: (4, 0, 5)-(1, 1), AIC: -7.08767900123683, Final model converged
[2024-06-02T07:17:26] Estimation window: 2012-11-15 - 2018-10-30, Best order: (3, 0, 2)-(1, 1), AIC: -7.0811500302182, Final model converged
[2024-06-02T07:17:58] Estimation window: 2012-11-16 - 2018-10-31, Best order: (5, 0, 3)-(1, 1), AIC: -7.109290025733, Final model converged
[2024-06-02T07:18:22] Estimation window: 2012-11-19 - 2018-11-01, Best order: (3, 0, 5)-(1, 1), AIC: -7.10869956149112, Final model converged
[2024-06-02T07:18:45] Estimation window: 2012-11-20 - 2018-11-02, Best order: (5, 0, 4)-(1, 1), AIC: -7.09403693655289, Final model converged
[2024-06-02T07:19:19] Estimation window: 2012-11-21 - 2018-11-05, Best order: (4, 0, 5)-(1, 1), AIC: -7.09177804618173, Final model converged
[2024-06-02T07:19:57] Estimation window: 2012-11-23 - 2018-11-06, Best order: (3, 0, 3)-(1, 1), AIC: -7.08480422327314, Final model converged
[2024-06-02T07:20:19] Estimation window: 2012-11-26 - 2018-11-07, Best order: (4, 0, 5)-(1, 1), AIC: -7.00468062783963, Final model converged
[2024-06-02T07:20:39] Estimation window: 2012-11-27 - 2018-11-08, Best order: (5, 0, 4)-(1, 1), AIC: -7.0856901478272, Final model converged
[2024-06-02T07:21:17] Estimation window: 2012-11-28 - 2018-11-09, Best order: (3, 0, 4)-(1, 1), AIC: -7.10566933502481, Final model converged
[2024-06-02T07:21:40] Estimation window: 2012-11-29 - 2018-11-12, Best order: (4, 0, 5)-(1, 1), AIC: -7.09669320319649, Final model converged
[2024-06-02T07:22:09] Estimation window: 2012-11-30 - 2018-11-13, Best order: (5, 0, 5)-(1, 1), AIC: -7.07905726377213, Final model converged
[2024-06-02T07:22:32] Estimation window: 2012-12-03 - 2018-11-14, Best order: (4, 0, 5)-(1, 1), AIC: -7.09956451041747, Final model converged
[2024-06-02T07:22:55] Estimation window: 2012-12-04 - 2018-11-15, Best order: (3, 0, 3)-(1, 1), AIC: -7.07999968493976, Final model converged
[2024-06-02T07:23:18] Estimation window: 2012-12-05 - 2018-11-16, Best order: (5, 0, 2)-(1, 1), AIC: -7.07335954137742, Final model converged
[2024-06-02T07:23:50] Estimation window: 2012-12-06 - 2018-11-19, Best order: (5, 0, 5)-(1, 1), AIC: -7.07699508394233, Final model converged
[2024-06-02T07:24:10] Estimation window: 2012-12-07 - 2018-11-20, Best order: (4, 0, 3)-(1, 1), AIC: -7.08439232374547, Final model converged
[2024-06-02T07:24:33] Estimation window: 2012-12-10 - 2018-11-21, Best order: (3, 0, 5)-(1, 1), AIC: -7.06915705284756, Final model converged
[2024-06-02T07:24:56] Estimation window: 2012-12-11 - 2018-11-23, Best order: (3, 0, 3)-(1, 1), AIC: -7.06565508105082, Final model FAILED to converge
