[2024-06-01T20:43:47] Estimation window: 2004-05-26 - 2010-05-11, Best order: (4, 0, 5)-(1, 1), AIC: -6.38974307815122, Final model converged
[2024-06-01T20:44:20] Estimation window: 2004-05-27 - 2010-05-12, Best order: (3, 0, 3)-(1, 1), AIC: -6.38432451954573, Final model converged
[2024-06-01T20:45:06] Estimation window: 2004-05-28 - 2010-05-13, Best order: (5, 0, 5)-(1, 1), AIC: -6.39277253263597, Final model converged
[2024-06-01T20:45:29] Estimation window: 2004-06-01 - 2010-05-14, Best order: (3, 0, 3)-(1, 1), AIC: -6.38512157400606, Final model converged
[2024-06-01T20:45:52] Estimation window: 2004-06-02 - 2010-05-17, Best order: (1, 0, 1)-(1, 1), AIC: -6.38201163531428, Final model converged
[2024-06-01T20:46:19] Estimation window: 2004-06-03 - 2010-05-18, Best order: (4, 0, 5)-(1, 1), AIC: -6.39121696192907, Final model FAILED to converge
[2024-06-01T20:46:58] Estimation window: 2004-06-04 - 2010-05-19, Best order: (5, 0, 4)-(1, 1), AIC: -6.38701471174221, Final model FAILED to converge
[2024-06-01T20:47:26] Estimation window: 2004-06-07 - 2010-05-20, Best order: (5, 0, 4)-(1, 1), AIC: -6.3866706856199, Final model converged
[2024-06-01T20:48:15] Estimation window: 2004-06-08 - 2010-05-21, Best order: (5, 0, 5)-(1, 1), AIC: -6.3714864588215, Final model FAILED to converge
[2024-06-01T20:49:05] Estimation window: 2004-06-09 - 2010-05-24, Best order: (3, 0, 3)-(1, 1), AIC: -6.38095463804653, Final model FAILED to converge
[2024-06-01T20:50:17] Estimation window: 2004-06-10 - 2010-05-25, Best order: (3, 0, 4)-(1, 1), AIC: 353.816669082012, Final model FAILED to converge
[2024-06-01T20:50:49] Estimation window: 2004-06-14 - 2010-05-26, Best order: (4, 0, 5)-(1, 1), AIC: -6.36921134888956, Final model converged
[2024-06-01T20:51:37] Estimation window: 2004-06-15 - 2010-05-27, Best order: (4, 0, 5)-(1, 1), AIC: -6.36356843032276, Final model converged
[2024-06-01T20:52:02] Estimation window: 2004-06-16 - 2010-05-28, Best order: (5, 0, 3)-(1, 1), AIC: -6.36436917641694, Final model converged
[2024-06-01T20:52:42] Estimation window: 2004-06-17 - 2010-06-01, Best order: (4, 0, 4)-(1, 1), AIC: -6.36334693927072, Final model converged
[2024-06-01T20:53:24] Estimation window: 2004-06-18 - 2010-06-02, Best order: (4, 0, 5)-(1, 1), AIC: -6.36184025476053, Final model converged
[2024-06-01T20:53:51] Estimation window: 2004-06-21 - 2010-06-03, Best order: (5, 0, 4)-(1, 1), AIC: -6.3603136415705, Final model converged
[2024-06-01T20:54:16] Estimation window: 2004-06-22 - 2010-06-04, Best order: (3, 0, 3)-(1, 1), AIC: -6.35950106486943, Final model converged
[2024-06-01T20:54:41] Estimation window: 2004-06-23 - 2010-06-07, Best order: (4, 0, 5)-(1, 1), AIC: -6.35786020280467, Final model converged
[2024-06-01T20:55:08] Estimation window: 2004-06-24 - 2010-06-08, Best order: (4, 0, 2)-(1, 1), AIC: -6.35164321984455, Final model converged
[2024-06-01T20:55:32] Estimation window: 2004-06-25 - 2010-06-09, Best order: (3, 0, 3)-(1, 1), AIC: -6.35684244558675, Final model converged
[2024-06-01T20:55:57] Estimation window: 2004-06-28 - 2010-06-10, Best order: (4, 0, 3)-(1, 1), AIC: -6.35315482642138, Final model converged
[2024-06-01T20:56:52] Estimation window: 2004-06-29 - 2010-06-11, Best order: (4, 0, 5)-(1, 1), AIC: 405.959551442238, Final model converged
[2024-06-01T20:57:31] Estimation window: 2004-06-30 - 2010-06-14, Best order: (5, 0, 3)-(1, 1), AIC: -6.35023646343011, Final model FAILED to converge
[2024-06-01T20:58:40] Estimation window: 2004-07-01 - 2010-06-15, Best order: (4, 0, 3)-(1, 1), AIC: -6.36144970277389, Final model FAILED to converge
[2024-06-01T20:59:04] Estimation window: 2004-07-02 - 2010-06-16, Best order: (3, 0, 4)-(1, 1), AIC: -6.36538471277325, Final model converged
