[2024-06-02T04:09:13] Estimation window: 2015-08-18 - 2019-08-07, Best order: (3, 0, 3)-(1, 1), AIC: -6.98662736173912, Final model converged
[2024-06-02T04:10:28] Estimation window: 2015-08-19 - 2019-08-08, Best order: (5, 0, 5)-(1, 1), AIC: -6.95727384536054, Final model converged
[2024-06-02T04:12:02] Estimation window: 2015-08-20 - 2019-08-09, Best order: (2, 0, 1)-(1, 1), AIC: -6.98044196882405, Final model converged
[2024-06-02T04:13:19] Estimation window: 2015-08-21 - 2019-08-12, Best order: (3, 0, 2)-(1, 1), AIC: -6.95870644658832, Final model converged
[2024-06-02T04:14:30] Estimation window: 2015-08-24 - 2019-08-13, Best order: (4, 0, 2)-(1, 1), AIC: -6.98921346711677, Final model converged
[2024-06-02T04:15:26] Estimation window: 2015-08-25 - 2019-08-14, Best order: (2, 0, 1)-(1, 1), AIC: -6.98236639703811, Final model converged
[2024-06-02T04:16:45] Estimation window: 2015-08-26 - 2019-08-15, Best order: (3, 0, 4)-(1, 1), AIC: -6.98555777022607, Final model converged
[2024-06-02T04:18:19] Estimation window: 2015-08-27 - 2019-08-16, Best order: (3, 0, 4)-(1, 1), AIC: -7.01290658435756, Final model converged
[2024-06-02T04:19:23] Estimation window: 2015-08-28 - 2019-08-19, Best order: (3, 0, 4)-(1, 1), AIC: -6.99508956754704, Final model converged
[2024-06-02T04:20:30] Estimation window: 2015-08-31 - 2019-08-20, Best order: (5, 0, 5)-(1, 1), AIC: -7.02257318987358, Final model FAILED to converge
[2024-06-02T04:21:41] Estimation window: 2015-09-01 - 2019-08-21, Best order: (4, 0, 3)-(1, 1), AIC: -6.99089238165994, Final model converged
[2024-06-02T04:23:23] Estimation window: 2015-09-02 - 2019-08-22, Best order: (4, 0, 4)-(1, 1), AIC: -7.00465444511953, Final model converged
[2024-06-02T04:24:46] Estimation window: 2015-09-03 - 2019-08-23, Best order: (2, 0, 2)-(1, 1), AIC: -6.99638113744442, Final model converged
