[2024-06-02T00:38:26] Estimation window: 2015-01-28 - 2019-01-16, Best order: (4, 0, 2)-(1, 1), AIC: -6.98737643556265, Final model converged
[2024-06-02T00:40:03] Estimation window: 2015-01-29 - 2019-01-17, Best order: (3, 0, 4)-(1, 1), AIC: -6.97929379069661, Final model converged
[2024-06-02T00:42:07] Estimation window: 2015-01-30 - 2019-01-18, Best order: (3, 0, 5)-(1, 1), AIC: -6.99327985524874, Final model converged
[2024-06-02T00:44:02] Estimation window: 2015-02-02 - 2019-01-22, Best order: (5, 0, 5)-(1, 1), AIC: -6.99734619162916, Final model converged
[2024-06-02T00:46:08] Estimation window: 2015-02-03 - 2019-01-23, Best order: (4, 0, 2)-(1, 1), AIC: -6.98596912338239, Final model converged
[2024-06-02T00:48:10] Estimation window: 2015-02-04 - 2019-01-24, Best order: (3, 0, 4)-(1, 1), AIC: -7.00188215723074, Final model converged
[2024-06-02T00:49:48] Estimation window: 2015-02-05 - 2019-01-25, Best order: (3, 0, 4)-(1, 1), AIC: -6.98479273887163, Final model converged
[2024-06-02T00:51:32] Estimation window: 2015-02-06 - 2019-01-28, Best order: (4, 0, 3)-(1, 1), AIC: -7.01308680509184, Final model converged
[2024-06-02T00:53:36] Estimation window: 2015-02-09 - 2019-01-29, Best order: (3, 0, 4)-(1, 1), AIC: -6.99141339008616, Final model converged
[2024-06-02T00:54:55] Estimation window: 2015-02-10 - 2019-01-30, Best order: (5, 0, 2)-(1, 1), AIC: -6.97677421889777, Final model converged
[2024-06-02T00:56:15] Estimation window: 2015-02-11 - 2019-01-31, Best order: (4, 0, 3)-(1, 1), AIC: -6.98501915415808, Final model converged
[2024-06-02T00:58:20] Estimation window: 2015-02-12 - 2019-02-01, Best order: (4, 0, 3)-(1, 1), AIC: -6.97916400752757, Final model converged
[2024-06-02T01:00:20] Estimation window: 2015-02-13 - 2019-02-04, Best order: (5, 0, 5)-(1, 1), AIC: -6.98318664647143, Final model FAILED to converge
[2024-06-02T01:02:00] Estimation window: 2015-02-17 - 2019-02-05, Best order: (2, 0, 2)-(1, 1), AIC: -6.98112362246482, Final model converged
[2024-06-02T01:03:37] Estimation window: 2015-02-18 - 2019-02-06, Best order: (4, 0, 4)-(1, 1), AIC: -6.97532233604453, Final model converged
[2024-06-02T01:05:51] Estimation window: 2015-02-19 - 2019-02-07, Best order: (4, 0, 2)-(1, 1), AIC: -6.98034537244193, Final model converged
[2024-06-02T01:08:16] Estimation window: 2015-02-20 - 2019-02-08, Best order: (3, 0, 4)-(1, 1), AIC: -6.97860542207731, Final model FAILED to converge
[2024-06-02T01:11:36] Estimation window: 2015-02-23 - 2019-02-11, Best order: (3, 0, 3)-(1, 1), AIC: 189.659060268178, Final model FAILED to converge
[2024-06-02T01:13:12] Estimation window: 2015-02-24 - 2019-02-12, Best order: (4, 0, 4)-(1, 1), AIC: -6.97081113187794, Final model converged
[2024-06-02T01:14:56] Estimation window: 2015-02-25 - 2019-02-13, Best order: (4, 0, 2)-(1, 1), AIC: -6.99531733591634, Final model converged
[2024-06-02T01:17:03] Estimation window: 2015-02-26 - 2019-02-14, Best order: (3, 0, 3)-(1, 1), AIC: -6.96821668900407, Final model converged
[2024-06-02T01:18:34] Estimation window: 2015-02-27 - 2019-02-15, Best order: (4, 0, 3)-(1, 1), AIC: -6.98735010306846, Final model converged
[2024-06-02T01:20:01] Estimation window: 2015-03-02 - 2019-02-19, Best order: (5, 0, 5)-(1, 1), AIC: -6.9826681883887, Final model converged
[2024-06-02T01:21:19] Estimation window: 2015-03-03 - 2019-02-20, Best order: (2, 0, 5)-(1, 1), AIC: -6.97560435736187, Final model converged
[2024-06-02T01:22:47] Estimation window: 2015-03-04 - 2019-02-21, Best order: (5, 0, 2)-(1, 1), AIC: -6.97127704652693, Final model converged
[2024-06-02T01:24:08] Estimation window: 2015-03-05 - 2019-02-22, Best order: (5, 0, 5)-(1, 1), AIC: -6.9842370841671, Final model converged
[2024-06-02T01:26:16] Estimation window: 2015-03-06 - 2019-02-25, Best order: (4, 0, 2)-(1, 1), AIC: -6.97627103779404, Final model converged
[2024-06-02T01:28:11] Estimation window: 2015-03-09 - 2019-02-26, Best order: (3, 0, 5)-(1, 1), AIC: -6.99292613279193, Final model converged
[2024-06-02T01:30:03] Estimation window: 2015-03-10 - 2019-02-27, Best order: (2, 0, 4)-(1, 1), AIC: -6.98271552483146, Final model converged
[2024-06-02T01:32:20] Estimation window: 2015-03-11 - 2019-02-28, Best order: (4, 0, 5)-(1, 1), AIC: -7.00059732586431, Final model converged
[2024-06-02T01:34:26] Estimation window: 2015-03-12 - 2019-03-01, Best order: (3, 0, 3)-(1, 1), AIC: -6.98619738025588, Final model converged
[2024-06-02T01:35:37] Estimation window: 2015-03-13 - 2019-03-04, Best order: (3, 0, 3)-(1, 1), AIC: -6.98361440227729, Final model converged
[2024-06-02T01:36:56] Estimation window: 2015-03-16 - 2019-03-05, Best order: (5, 0, 3)-(1, 1), AIC: -7.0008968114453, Final model converged
[2024-06-02T01:38:13] Estimation window: 2015-03-17 - 2019-03-06, Best order: (5, 0, 3)-(1, 1), AIC: -6.99210086500871, Final model converged
[2024-06-02T01:39:44] Estimation window: 2015-03-18 - 2019-03-07, Best order: (5, 0, 5)-(1, 1), AIC: -7.00090430772954, Final model converged
[2024-06-02T01:41:14] Estimation window: 2015-03-19 - 2019-03-08, Best order: (5, 0, 2)-(1, 1), AIC: -6.99381832299539, Final model converged
[2024-06-02T01:42:43] Estimation window: 2015-03-20 - 2019-03-11, Best order: (3, 0, 3)-(1, 1), AIC: -6.99307758849458, Final model converged
[2024-06-02T01:44:02] Estimation window: 2015-03-23 - 2019-03-12, Best order: (5, 0, 2)-(1, 1), AIC: -7.0177102502997, Final model converged
[2024-06-02T01:45:55] Estimation window: 2015-03-24 - 2019-03-13, Best order: (4, 0, 2)-(1, 1), AIC: -6.99308418207354, Final model converged
[2024-06-02T01:47:41] Estimation window: 2015-03-25 - 2019-03-14, Best order: (4, 0, 3)-(1, 1), AIC: -6.98959339472736, Final model converged
[2024-06-02T01:50:52] Estimation window: 2015-03-26 - 2019-03-15, Best order: (4, 0, 4)-(1, 1), AIC: 552.947363878826, Final model converged
