[2024-06-01T22:00:50] Estimation window: 2011-06-15 - 2015-06-05, Best order: (5, 0, 5)-(1, 1), AIC: -6.75326743229263, Final model converged
[2024-06-01T22:04:06] Estimation window: 2011-06-16 - 2015-06-08, Best order: (5, 0, 5)-(1, 1), AIC: -6.75415964859238, Final model converged
[2024-06-01T22:10:24] Estimation window: 2011-06-17 - 2015-06-09, Best order: (5, 0, 4)-(1, 1), AIC: -6.75082817941277, Final model converged
[2024-06-01T22:15:46] Estimation window: 2011-06-20 - 2015-06-10, Best order: (1, 0, 3)-(1, 1), AIC: -6.75675323204289, Final model converged
[2024-06-01T22:18:49] Estimation window: 2011-06-21 - 2015-06-11, Best order: (3, 0, 3)-(1, 1), AIC: -6.75045947553234, Final model converged
[2024-06-01T22:20:52] Estimation window: 2011-06-22 - 2015-06-12, Best order: (1, 0, 3)-(1, 1), AIC: -6.75828680411148, Final model converged
[2024-06-01T22:22:53] Estimation window: 2011-06-23 - 2015-06-15, Best order: (5, 0, 4)-(1, 1), AIC: -6.74628783634518, Final model FAILED to converge
[2024-06-01T22:24:48] Estimation window: 2011-06-24 - 2015-06-16, Best order: (3, 0, 5)-(1, 1), AIC: -6.7556107586768, Final model converged
[2024-06-01T22:28:20] Estimation window: 2011-06-27 - 2015-06-17, Best order: (4, 0, 5)-(1, 1), AIC: -6.77999325230444, Final model converged
[2024-06-01T22:31:08] Estimation window: 2011-06-28 - 2015-06-18, Best order: (3, 0, 5)-(1, 1), AIC: -6.75029890283684, Final model converged
[2024-06-01T22:34:53] Estimation window: 2011-06-29 - 2015-06-19, Best order: (3, 0, 5)-(1, 1), AIC: -6.75263524438227, Final model converged
[2024-06-01T22:40:25] Estimation window: 2011-06-30 - 2015-06-22, Best order: (3, 0, 3)-(1, 1), AIC: -6.76106407063635, Final model converged
[2024-06-01T22:44:16] Estimation window: 2011-07-01 - 2015-06-23, Best order: (3, 0, 5)-(1, 1), AIC: -6.7617469199807, Final model converged
[2024-06-01T22:46:24] Estimation window: 2011-07-05 - 2015-06-24, Best order: (1, 0, 3)-(1, 1), AIC: -6.7657210079882, Final model converged
[2024-06-01T22:48:17] Estimation window: 2011-07-06 - 2015-06-25, Best order: (4, 0, 4)-(1, 1), AIC: -6.7724458359764, Final model converged
[2024-06-01T22:50:02] Estimation window: 2011-07-07 - 2015-06-26, Best order: (3, 0, 5)-(1, 1), AIC: -6.7642449197096, Final model converged
[2024-06-01T22:53:01] Estimation window: 2011-07-08 - 2015-06-29, Best order: (5, 0, 5)-(1, 1), AIC: -6.75406727575528, Final model FAILED to converge
[2024-06-01T22:54:52] Estimation window: 2011-07-11 - 2015-06-30, Best order: (5, 0, 3)-(1, 1), AIC: -6.74921054971316, Final model converged
[2024-06-01T22:56:42] Estimation window: 2011-07-12 - 2015-07-01, Best order: (3, 0, 5)-(1, 1), AIC: -6.75300729706834, Final model converged
[2024-06-01T22:58:38] Estimation window: 2011-07-13 - 2015-07-02, Best order: (4, 0, 3)-(1, 1), AIC: -6.76520114953864, Final model converged
[2024-06-01T23:01:31] Estimation window: 2011-07-14 - 2015-07-06, Best order: (1, 0, 3)-(1, 1), AIC: -6.76130767041447, Final model converged
[2024-06-01T23:05:39] Estimation window: 2011-07-15 - 2015-07-07, Best order: (5, 0, 5)-(1, 1), AIC: -6.75938315962308, Final model converged
[2024-06-01T23:08:36] Estimation window: 2011-07-18 - 2015-07-08, Best order: (5, 0, 5)-(1, 1), AIC: -6.74863387730627, Final model converged
[2024-06-01T23:11:40] Estimation window: 2011-07-19 - 2015-07-09, Best order: (5, 0, 5)-(1, 1), AIC: -6.75491280315239, Final model converged
[2024-06-01T23:14:14] Estimation window: 2011-07-20 - 2015-07-10, Best order: (4, 0, 4)-(1, 1), AIC: -6.76713807050773, Final model converged
[2024-06-01T23:19:58] Estimation window: 2011-07-21 - 2015-07-13, Best order: (1, 0, 3)-(1, 1), AIC: -6.72033631050746, Final model converged
[2024-06-01T23:22:56] Estimation window: 2011-07-22 - 2015-07-14, Best order: (5, 0, 5)-(1, 1), AIC: -6.75224013441316, Final model converged
[2024-06-01T23:25:20] Estimation window: 2011-07-25 - 2015-07-15, Best order: (3, 0, 1)-(1, 1), AIC: -6.76199993149615, Final model converged
[2024-06-01T23:27:29] Estimation window: 2011-07-26 - 2015-07-16, Best order: (4, 0, 3)-(1, 1), AIC: -6.76259045653499, Final model converged
[2024-06-01T23:32:41] Estimation window: 2011-07-27 - 2015-07-17, Best order: (3, 0, 4)-(1, 1), AIC: -6.75703385771166, Final model converged
[2024-06-01T23:38:08] Estimation window: 2011-07-28 - 2015-07-20, Best order: (4, 0, 4)-(1, 1), AIC: 378.374192336309, Final model FAILED to converge
[2024-06-01T23:41:05] Estimation window: 2011-07-29 - 2015-07-21, Best order: (5, 0, 5)-(1, 1), AIC: -6.78000038824775, Final model converged
[2024-06-01T23:44:42] Estimation window: 2011-08-01 - 2015-07-22, Best order: (2, 0, 2)-(1, 1), AIC: -6.77108798726213, Final model converged
[2024-06-01T23:46:37] Estimation window: 2011-08-02 - 2015-07-23, Best order: (4, 0, 3)-(1, 1), AIC: -6.72771009401587, Final model converged
[2024-06-01T23:49:02] Estimation window: 2011-08-03 - 2015-07-24, Best order: (3, 0, 4)-(1, 1), AIC: -6.73664597386996, Final model converged
[2024-06-01T23:51:38] Estimation window: 2011-08-04 - 2015-07-27, Best order: (3, 0, 2)-(1, 1), AIC: -6.72432876723071, Final model converged
[2024-06-01T23:54:35] Estimation window: 2011-08-05 - 2015-07-28, Best order: (1, 0, 1)-(1, 1), AIC: -6.74520498852731, Final model converged
[2024-06-01T23:56:29] Estimation window: 2011-08-08 - 2015-07-29, Best order: (3, 0, 3)-(1, 1), AIC: -6.66501183191032, Final model converged
[2024-06-01T23:59:51] Estimation window: 2011-08-09 - 2015-07-30, Best order: (1, 0, 1)-(1, 1), AIC: -6.77530933663014, Final model converged
[2024-06-02T00:01:42] Estimation window: 2011-08-10 - 2015-07-31, Best order: (3, 0, 3)-(1, 1), AIC: -6.75109587757524, Final model converged
[2024-06-02T00:04:56] Estimation window: 2011-08-11 - 2015-08-03, Best order: (3, 0, 5)-(1, 1), AIC: -6.76834464318411, Final model converged
[2024-06-02T00:08:04] Estimation window: 2011-08-12 - 2015-08-04, Best order: (5, 0, 3)-(1, 1), AIC: -6.80447461376914, Final model converged
[2024-06-02T00:11:10] Estimation window: 2011-08-15 - 2015-08-05, Best order: (3, 0, 3)-(1, 1), AIC: -6.81461803477572, Final model converged
[2024-06-02T00:15:01] Estimation window: 2011-08-16 - 2015-08-06, Best order: (5, 0, 3)-(1, 1), AIC: -6.81548266626387, Final model converged
[2024-06-02T00:18:11] Estimation window: 2011-08-17 - 2015-08-07, Best order: (4, 0, 2)-(1, 1), AIC: -6.7863749886409, Final model converged
[2024-06-02T00:21:42] Estimation window: 2011-08-18 - 2015-08-10, Best order: (5, 0, 4)-(1, 1), AIC: -6.79023158147193, Final model converged
[2024-06-02T00:24:45] Estimation window: 2011-08-19 - 2015-08-11, Best order: (5, 0, 3)-(1, 1), AIC: -6.8140264402761, Final model converged
[2024-06-02T00:26:46] Estimation window: 2011-08-22 - 2015-08-12, Best order: (4, 0, 5)-(1, 1), AIC: -6.8168674482289, Final model converged
[2024-06-02T00:28:55] Estimation window: 2011-08-23 - 2015-08-13, Best order: (4, 0, 4)-(1, 1), AIC: -6.80986365211584, Final model converged
[2024-06-02T00:30:44] Estimation window: 2011-08-24 - 2015-08-14, Best order: (4, 0, 4)-(1, 1), AIC: -6.83897119898985, Final model converged
[2024-06-02T00:34:15] Estimation window: 2011-08-25 - 2015-08-17, Best order: (5, 0, 5)-(1, 1), AIC: -6.82502615597605, Final model converged
[2024-06-02T00:38:23] Estimation window: 2011-08-26 - 2015-08-18, Best order: (4, 0, 4)-(1, 1), AIC: 251.565389332793, Final model FAILED to converge
[2024-06-02T00:41:30] Estimation window: 2011-08-29 - 2015-08-19, Best order: (5, 0, 3)-(1, 1), AIC: -6.83167777971618, Final model converged
[2024-06-02T00:43:37] Estimation window: 2011-08-30 - 2015-08-20, Best order: (5, 0, 5)-(1, 1), AIC: -6.82976319699583, Final model converged
[2024-06-02T00:46:52] Estimation window: 2011-08-31 - 2015-08-21, Best order: (5, 0, 2)-(1, 1), AIC: -6.81354786979244, Final model converged
[2024-06-02T00:48:53] Estimation window: 2011-09-01 - 2015-08-24, Best order: (5, 0, 5)-(1, 1), AIC: -6.80660763832025, Final model converged
[2024-06-02T00:52:41] Estimation window: 2011-09-02 - 2015-08-25, Best order: (3, 0, 2)-(1, 1), AIC: -6.81405644358602, Final model converged
[2024-06-02T00:54:42] Estimation window: 2011-09-06 - 2015-08-26, Best order: (5, 0, 5)-(1, 1), AIC: -6.83302961306477, Final model converged
[2024-06-02T00:56:45] Estimation window: 2011-09-07 - 2015-08-27, Best order: (4, 0, 4)-(1, 1), AIC: -6.80211757931971, Final model converged
[2024-06-02T00:58:40] Estimation window: 2011-09-08 - 2015-08-28, Best order: (5, 0, 2)-(1, 1), AIC: -6.81112981932672, Final model converged
[2024-06-02T01:00:41] Estimation window: 2011-09-09 - 2015-08-31, Best order: (3, 0, 4)-(1, 1), AIC: -6.8120460654458, Final model converged
[2024-06-02T01:03:46] Estimation window: 2011-09-12 - 2015-09-01, Best order: (4, 0, 3)-(1, 1), AIC: -6.82389262807405, Final model FAILED to converge
[2024-06-02T01:05:44] Estimation window: 2011-09-13 - 2015-09-02, Best order: (5, 0, 3)-(1, 1), AIC: -6.8112862921405, Final model converged
[2024-06-02T01:09:01] Estimation window: 2011-09-14 - 2015-09-03, Best order: (4, 0, 2)-(1, 1), AIC: -6.81377693793947, Final model converged
[2024-06-02T01:12:32] Estimation window: 2011-09-15 - 2015-09-04, Best order: (5, 0, 3)-(1, 1), AIC: -6.83258094295014, Final model converged
[2024-06-02T01:14:38] Estimation window: 2011-09-16 - 2015-09-08, Best order: (5, 0, 4)-(1, 1), AIC: -6.82916284013389, Final model converged
[2024-06-02T01:16:35] Estimation window: 2011-09-19 - 2015-09-09, Best order: (5, 0, 2)-(1, 1), AIC: -6.7978078135389, Final model converged
[2024-06-02T01:18:39] Estimation window: 2011-09-20 - 2015-09-10, Best order: (3, 0, 3)-(1, 1), AIC: -6.80656982125881, Final model converged
[2024-06-02T01:22:17] Estimation window: 2011-09-21 - 2015-09-11, Best order: (3, 0, 4)-(1, 1), AIC: -6.81949975949904, Final model converged
[2024-06-02T01:24:22] Estimation window: 2011-09-22 - 2015-09-14, Best order: (4, 0, 3)-(1, 1), AIC: -6.81095445870386, Final model converged
