[2024-06-01T20:34:19] Estimation window: 2005-05-04 - 2009-04-23, Best order: (5, 0, 4)-(1, 1), AIC: -6.26845982222783, Final model converged
[2024-06-01T20:35:16] Estimation window: 2005-05-05 - 2009-04-24, Best order: (4, 0, 5)-(1, 1), AIC: -6.26345762890304, Final model converged
[2024-06-01T20:36:12] Estimation window: 2005-05-06 - 2009-04-27, Best order: (4, 0, 5)-(1, 1), AIC: -6.28727924442881, Final model converged
[2024-06-01T20:37:08] Estimation window: 2005-05-09 - 2009-04-28, Best order: (4, 0, 5)-(1, 1), AIC: -6.28265384158401, Final model converged
[2024-06-01T20:38:02] Estimation window: 2005-05-10 - 2009-04-29, Best order: (5, 0, 5)-(1, 1), AIC: -6.28425788523858, Final model converged
[2024-06-01T20:38:58] Estimation window: 2005-05-11 - 2009-04-30, Best order: (5, 0, 5)-(1, 1), AIC: -6.28292610668075, Final model converged
[2024-06-01T20:39:50] Estimation window: 2005-05-12 - 2009-05-01, Best order: (5, 0, 5)-(1, 1), AIC: -6.26020450530949, Final model converged
[2024-06-01T20:40:44] Estimation window: 2005-05-13 - 2009-05-04, Best order: (4, 0, 4)-(1, 1), AIC: -6.26096809474055, Final model converged
[2024-06-01T20:41:36] Estimation window: 2005-05-16 - 2009-05-05, Best order: (5, 0, 5)-(1, 1), AIC: -6.25435750255992, Final model converged
[2024-06-01T20:42:29] Estimation window: 2005-05-17 - 2009-05-06, Best order: (4, 0, 5)-(1, 1), AIC: -6.25171759416603, Final model converged
[2024-06-01T20:43:25] Estimation window: 2005-05-18 - 2009-05-07, Best order: (5, 0, 5)-(1, 1), AIC: -6.2500814230096, Final model converged
[2024-06-01T20:44:23] Estimation window: 2005-05-19 - 2009-05-08, Best order: (4, 0, 5)-(1, 1), AIC: -6.24568462089097, Final model converged
[2024-06-01T20:45:16] Estimation window: 2005-05-20 - 2009-05-11, Best order: (4, 0, 5)-(1, 1), AIC: -6.24270698793088, Final model converged
[2024-06-01T20:46:12] Estimation window: 2005-05-23 - 2009-05-12, Best order: (4, 0, 5)-(1, 1), AIC: -6.24107407044551, Final model converged
[2024-06-01T20:47:11] Estimation window: 2005-05-24 - 2009-05-13, Best order: (5, 0, 4)-(1, 1), AIC: -6.23623106709967, Final model converged
[2024-06-01T20:48:08] Estimation window: 2005-05-25 - 2009-05-14, Best order: (4, 0, 5)-(1, 1), AIC: -6.25244010231966, Final model converged
[2024-06-01T20:49:03] Estimation window: 2005-05-26 - 2009-05-15, Best order: (4, 0, 5)-(1, 1), AIC: -6.25115344615231, Final model converged
[2024-06-01T20:49:55] Estimation window: 2005-05-27 - 2009-05-18, Best order: (1, 0, 1)-(1, 1), AIC: -6.23972918826357, Final model converged
[2024-06-01T20:50:54] Estimation window: 2005-05-31 - 2009-05-19, Best order: (5, 0, 3)-(1, 1), AIC: -6.22514135633943, Final model converged
[2024-06-01T20:51:48] Estimation window: 2005-06-01 - 2009-05-20, Best order: (3, 0, 3)-(1, 1), AIC: -6.23533478954162, Final model converged
[2024-06-01T20:52:55] Estimation window: 2005-06-02 - 2009-05-21, Best order: (4, 0, 5)-(1, 1), AIC: -6.22885602484315, Final model converged
[2024-06-01T20:53:51] Estimation window: 2005-06-03 - 2009-05-22, Best order: (4, 0, 5)-(1, 1), AIC: -6.22168519901593, Final model converged
[2024-06-01T20:54:48] Estimation window: 2005-06-06 - 2009-05-26, Best order: (4, 0, 5)-(1, 1), AIC: -6.21830229327483, Final model converged
[2024-06-01T20:55:47] Estimation window: 2005-06-07 - 2009-05-27, Best order: (4, 0, 5)-(1, 1), AIC: -6.21553516817858, Final model converged
[2024-06-01T20:56:48] Estimation window: 2005-06-08 - 2009-05-28, Best order: (2, 0, 3)-(1, 1), AIC: -6.21717975776683, Final model converged
