[2024-06-02T02:33:52] Estimation window: 2013-05-29 - 2017-05-16, Best order: (3, 0, 3)-(1, 1), AIC: -7.03648508579635, Final model converged
[2024-06-02T02:35:46] Estimation window: 2013-05-30 - 2017-05-17, Best order: (5, 0, 5)-(1, 1), AIC: -7.04783853703246, Final model converged
[2024-06-02T02:36:56] Estimation window: 2013-05-31 - 2017-05-18, Best order: (5, 0, 2)-(1, 1), AIC: -7.00639089547482, Final model converged
[2024-06-02T02:38:01] Estimation window: 2013-06-03 - 2017-05-19, Best order: (3, 0, 4)-(1, 1), AIC: -7.02116866439066, Final model converged
[2024-06-02T02:39:09] Estimation window: 2013-06-04 - 2017-05-22, Best order: (5, 0, 4)-(1, 1), AIC: -7.02255351440889, Final model FAILED to converge
[2024-06-02T02:40:24] Estimation window: 2013-06-05 - 2017-05-23, Best order: (4, 0, 5)-(1, 1), AIC: -7.04064119328101, Final model converged
[2024-06-02T02:42:37] Estimation window: 2013-06-06 - 2017-05-24, Best order: (5, 0, 4)-(1, 1), AIC: -7.0254106026858, Final model converged
[2024-06-02T02:43:52] Estimation window: 2013-06-07 - 2017-05-25, Best order: (4, 0, 3)-(1, 1), AIC: -7.02761885181794, Final model converged
[2024-06-02T02:45:30] Estimation window: 2013-06-10 - 2017-05-26, Best order: (3, 0, 3)-(1, 1), AIC: -7.03688561914836, Final model converged
[2024-06-02T02:46:51] Estimation window: 2013-06-11 - 2017-05-30, Best order: (4, 0, 4)-(1, 1), AIC: -7.03493360813411, Final model converged
[2024-06-02T02:48:37] Estimation window: 2013-06-12 - 2017-05-31, Best order: (3, 0, 5)-(1, 1), AIC: -7.02353420775345, Final model converged
[2024-06-02T02:49:40] Estimation window: 2013-06-13 - 2017-06-01, Best order: (5, 0, 5)-(1, 1), AIC: -7.04824254027156, Final model FAILED to converge
[2024-06-02T02:50:42] Estimation window: 2013-06-14 - 2017-06-02, Best order: (4, 0, 4)-(1, 1), AIC: -7.04089272016267, Final model converged
[2024-06-02T02:52:22] Estimation window: 2013-06-17 - 2017-06-05, Best order: (3, 0, 4)-(1, 1), AIC: -7.03296093058429, Final model converged
[2024-06-02T02:54:39] Estimation window: 2013-06-18 - 2017-06-06, Best order: (4, 0, 2)-(1, 1), AIC: -7.05402340266433, Final model converged
[2024-06-02T02:56:35] Estimation window: 2013-06-19 - 2017-06-07, Best order: (3, 0, 3)-(1, 1), AIC: -7.04961172999738, Final model converged
[2024-06-02T02:58:47] Estimation window: 2013-06-20 - 2017-06-08, Best order: (3, 0, 5)-(1, 1), AIC: -7.04650344419802, Final model converged
[2024-06-02T03:00:34] Estimation window: 2013-06-21 - 2017-06-09, Best order: (5, 0, 3)-(1, 1), AIC: -7.07712497096274, Final model converged
[2024-06-02T03:01:43] Estimation window: 2013-06-24 - 2017-06-12, Best order: (5, 0, 3)-(1, 1), AIC: -7.04859858348421, Final model converged
[2024-06-02T03:02:39] Estimation window: 2013-06-25 - 2017-06-13, Best order: (5, 0, 5)-(1, 1), AIC: -7.04748316821499, Final model converged
[2024-06-02T03:03:37] Estimation window: 2013-06-26 - 2017-06-14, Best order: (4, 0, 5)-(1, 1), AIC: -7.06302300041115, Final model converged
[2024-06-02T03:04:44] Estimation window: 2013-06-27 - 2017-06-15, Best order: (3, 0, 5)-(1, 1), AIC: -7.05782192401914, Final model converged
[2024-06-02T03:07:15] Estimation window: 2013-06-28 - 2017-06-16, Best order: (2, 0, 3)-(1, 1), AIC: -7.05994840026089, Final model converged
[2024-06-02T03:08:36] Estimation window: 2013-07-01 - 2017-06-19, Best order: (5, 0, 3)-(1, 1), AIC: -7.06030861285321, Final model converged
[2024-06-02T03:09:34] Estimation window: 2013-07-02 - 2017-06-20, Best order: (4, 0, 5)-(1, 1), AIC: -7.06120010201863, Final model converged
[2024-06-02T03:10:52] Estimation window: 2013-07-03 - 2017-06-21, Best order: (5, 0, 4)-(1, 1), AIC: -7.06162581697918, Final model converged
[2024-06-02T03:11:54] Estimation window: 2013-07-05 - 2017-06-22, Best order: (3, 0, 3)-(1, 1), AIC: -7.06365191789589, Final model converged
[2024-06-02T03:12:46] Estimation window: 2013-07-08 - 2017-06-23, Best order: (5, 0, 3)-(1, 1), AIC: -7.06013198021802, Final model converged
[2024-06-02T03:16:02] Estimation window: 2013-07-09 - 2017-06-26, Best order: (5, 0, 4)-(1, 1), AIC: 313.32400214403, Final model FAILED to converge
[2024-06-02T03:17:51] Estimation window: 2013-07-10 - 2017-06-27, Best order: (3, 0, 4)-(1, 1), AIC: -7.06514186400874, Final model converged
[2024-06-02T03:18:40] Estimation window: 2013-07-11 - 2017-06-28, Best order: (3, 0, 5)-(1, 1), AIC: -7.06458590792199, Final model converged
[2024-06-02T03:19:31] Estimation window: 2013-07-12 - 2017-06-29, Best order: (3, 0, 3)-(1, 1), AIC: -7.06669074972126, Final model converged
[2024-06-02T03:20:23] Estimation window: 2013-07-15 - 2017-06-30, Best order: (3, 0, 3)-(1, 1), AIC: -7.06648556285793, Final model converged
