[2024-06-02T04:08:47] Estimation window: 2004-07-06 - 2008-06-23, Best order: (5, 0, 5)-(1, 1), AIC: -6.8611207675225, Final model converged
[2024-06-02T04:09:32] Estimation window: 2004-07-07 - 2008-06-24, Best order: (3, 0, 5)-(1, 1), AIC: -6.86163500717702, Final model converged
[2024-06-02T04:12:02] Estimation window: 2004-07-08 - 2008-06-25, Best order: (5, 0, 5)-(1, 1), AIC: 563.992253205467, Final model converged
[2024-06-02T04:13:18] Estimation window: 2004-07-09 - 2008-06-26, Best order: (5, 0, 5)-(1, 1), AIC: -6.86048993780009, Final model FAILED to converge
[2024-06-02T04:14:07] Estimation window: 2004-07-12 - 2008-06-27, Best order: (5, 0, 5)-(1, 1), AIC: -6.85146200988098, Final model converged
[2024-06-02T04:14:59] Estimation window: 2004-07-13 - 2008-06-30, Best order: (4, 0, 4)-(1, 1), AIC: -6.85576146307229, Final model converged
[2024-06-02T04:16:31] Estimation window: 2004-07-14 - 2008-07-01, Best order: (3, 0, 3)-(1, 1), AIC: -6.85419996872032, Final model converged
[2024-06-02T04:17:18] Estimation window: 2004-07-15 - 2008-07-02, Best order: (3, 0, 4)-(1, 1), AIC: -6.85182712486758, Final model converged
[2024-06-02T04:18:08] Estimation window: 2004-07-16 - 2008-07-03, Best order: (5, 0, 4)-(1, 1), AIC: -6.85444234947903, Final model converged
[2024-06-02T04:19:33] Estimation window: 2004-07-19 - 2008-07-07, Best order: (3, 0, 3)-(1, 1), AIC: -6.85142529660376, Final model converged
[2024-06-02T04:20:35] Estimation window: 2004-07-20 - 2008-07-08, Best order: (4, 0, 3)-(1, 1), AIC: -6.84954646151776, Final model FAILED to converge
[2024-06-02T04:21:24] Estimation window: 2004-07-21 - 2008-07-09, Best order: (5, 0, 5)-(1, 1), AIC: -6.83583576944611, Final model converged
[2024-06-02T04:22:24] Estimation window: 2004-07-22 - 2008-07-10, Best order: (5, 0, 5)-(1, 1), AIC: -6.8458892537214, Final model converged
[2024-06-02T04:23:17] Estimation window: 2004-07-23 - 2008-07-11, Best order: (2, 0, 3)-(1, 1), AIC: -6.87850422004558, Final model FAILED to converge
[2024-06-02T04:24:48] Estimation window: 2004-07-26 - 2008-07-14, Best order: (4, 0, 5)-(1, 1), AIC: -6.83351571651915, Final model converged
[2024-06-02T04:25:54] Estimation window: 2004-07-27 - 2008-07-15, Best order: (4, 0, 4)-(1, 1), AIC: -6.83573428624617, Final model FAILED to converge
[2024-06-02T04:26:56] Estimation window: 2004-07-28 - 2008-07-16, Best order: (5, 0, 5)-(1, 1), AIC: -6.83329683712717, Final model converged
[2024-06-02T04:27:46] Estimation window: 2004-07-29 - 2008-07-17, Best order: (4, 0, 4)-(1, 1), AIC: -6.84818025087754, Final model converged
[2024-06-02T04:28:49] Estimation window: 2004-07-30 - 2008-07-18, Best order: (5, 0, 5)-(1, 1), AIC: -6.84062650249819, Final model converged
[2024-06-02T04:29:40] Estimation window: 2004-08-02 - 2008-07-21, Best order: (5, 0, 5)-(1, 1), AIC: -6.84673685954933, Final model converged
[2024-06-02T04:30:37] Estimation window: 2004-08-03 - 2008-07-22, Best order: (5, 0, 3)-(1, 1), AIC: -6.83477527284854, Final model converged
