[2024-06-01T20:27:17] Estimation window: 2005-01-24 - 2009-01-12, Best order: (5, 0, 5)-(1, 1), AIC: -6.46035132902201, Final model converged
[2024-06-01T20:29:43] Estimation window: 2005-01-25 - 2009-01-13, Best order: (5, 0, 4)-(1, 1), AIC: -6.45162550130722, Final model converged
[2024-06-01T20:31:35] Estimation window: 2005-01-26 - 2009-01-14, Best order: (5, 0, 4)-(1, 1), AIC: -6.46031319330981, Final model converged
[2024-06-01T20:32:43] Estimation window: 2005-01-27 - 2009-01-15, Best order: (4, 0, 5)-(1, 1), AIC: -6.45131861262533, Final model converged
[2024-06-01T20:33:42] Estimation window: 2005-01-28 - 2009-01-16, Best order: (4, 0, 3)-(1, 1), AIC: -6.45352696084088, Final model FAILED to converge
[2024-06-01T20:34:54] Estimation window: 2005-01-31 - 2009-01-20, Best order: (3, 0, 4)-(1, 1), AIC: -6.44556116272728, Final model converged
[2024-06-01T20:35:52] Estimation window: 2005-02-01 - 2009-01-21, Best order: (2, 0, 3)-(1, 1), AIC: -6.43447957681827, Final model converged
[2024-06-01T20:36:45] Estimation window: 2005-02-02 - 2009-01-22, Best order: (4, 0, 5)-(1, 1), AIC: -6.43182114119612, Final model FAILED to converge
[2024-06-01T20:38:55] Estimation window: 2005-02-03 - 2009-01-23, Best order: (5, 0, 4)-(1, 1), AIC: -6.42705770531227, Final model converged
[2024-06-01T20:39:55] Estimation window: 2005-02-04 - 2009-01-26, Best order: (4, 0, 5)-(1, 1), AIC: -6.4277080343889, Final model converged
[2024-06-01T20:41:24] Estimation window: 2005-02-07 - 2009-01-27, Best order: (1, 0, 1)-(1, 1), AIC: -6.43168106505494, Final model converged
[2024-06-01T20:42:19] Estimation window: 2005-02-08 - 2009-01-28, Best order: (5, 0, 4)-(1, 1), AIC: -6.42857591619166, Final model converged
[2024-06-01T20:43:15] Estimation window: 2005-02-09 - 2009-01-29, Best order: (2, 0, 3)-(1, 1), AIC: -6.44938365488436, Final model converged
[2024-06-01T20:44:11] Estimation window: 2005-02-10 - 2009-01-30, Best order: (2, 0, 3)-(1, 1), AIC: -6.43917645266519, Final model converged
[2024-06-01T20:45:40] Estimation window: 2005-02-11 - 2009-02-02, Best order: (2, 0, 3)-(1, 1), AIC: -6.44514795107169, Final model converged
[2024-06-01T20:46:45] Estimation window: 2005-02-14 - 2009-02-03, Best order: (1, 0, 1)-(1, 1), AIC: -6.41820441022661, Final model converged
[2024-06-01T20:47:40] Estimation window: 2005-02-15 - 2009-02-04, Best order: (5, 0, 5)-(1, 1), AIC: -6.43104921749432, Final model converged
[2024-06-01T20:48:34] Estimation window: 2005-02-16 - 2009-02-05, Best order: (1, 0, 1)-(1, 1), AIC: -6.41426841826983, Final model converged
[2024-06-01T20:49:28] Estimation window: 2005-02-17 - 2009-02-06, Best order: (3, 0, 2)-(1, 1), AIC: -6.4089187779892, Final model converged
[2024-06-01T20:50:22] Estimation window: 2005-02-18 - 2009-02-09, Best order: (5, 0, 4)-(1, 1), AIC: -6.43667973352034, Final model converged
[2024-06-01T20:51:16] Estimation window: 2005-02-22 - 2009-02-10, Best order: (4, 0, 5)-(1, 1), AIC: -6.42448225644121, Final model converged
[2024-06-01T20:52:16] Estimation window: 2005-02-23 - 2009-02-11, Best order: (3, 0, 4)-(1, 1), AIC: -6.42014704192426, Final model converged
[2024-06-01T20:53:55] Estimation window: 2005-02-24 - 2009-02-12, Best order: (2, 0, 3)-(1, 1), AIC: -6.4249738833662, Final model converged
[2024-06-01T20:54:50] Estimation window: 2005-02-25 - 2009-02-13, Best order: (2, 0, 3)-(1, 1), AIC: -6.39641220042805, Final model converged
[2024-06-01T20:55:43] Estimation window: 2005-02-28 - 2009-02-17, Best order: (2, 0, 3)-(1, 1), AIC: -6.41819046346584, Final model converged
[2024-06-01T20:57:10] Estimation window: 2005-03-01 - 2009-02-18, Best order: (2, 0, 5)-(1, 1), AIC: -6.38511467914458, Final model converged
[2024-06-01T20:58:04] Estimation window: 2005-03-02 - 2009-02-19, Best order: (5, 0, 4)-(1, 1), AIC: -6.38230981064791, Final model converged
[2024-06-01T20:58:56] Estimation window: 2005-03-03 - 2009-02-20, Best order: (5, 0, 4)-(1, 1), AIC: -6.38112898297101, Final model converged
[2024-06-01T20:59:50] Estimation window: 2005-03-04 - 2009-02-23, Best order: (4, 0, 4)-(1, 1), AIC: -6.39033046211885, Final model converged
[2024-06-01T21:00:44] Estimation window: 2005-03-07 - 2009-02-24, Best order: (5, 0, 2)-(1, 1), AIC: -6.39686098871983, Final model converged
[2024-06-01T21:01:50] Estimation window: 2005-03-08 - 2009-02-25, Best order: (5, 0, 3)-(1, 1), AIC: -6.3786468304704, Final model converged
[2024-06-01T21:02:47] Estimation window: 2005-03-09 - 2009-02-26, Best order: (3, 0, 4)-(1, 1), AIC: -6.38235912078826, Final model converged
[2024-06-01T21:03:41] Estimation window: 2005-03-10 - 2009-02-27, Best order: (4, 0, 5)-(1, 1), AIC: -6.37606248431765, Final model converged
[2024-06-01T21:04:33] Estimation window: 2005-03-11 - 2009-03-02, Best order: (2, 0, 5)-(1, 1), AIC: -6.35874165173097, Final model converged
[2024-06-01T21:05:28] Estimation window: 2005-03-14 - 2009-03-03, Best order: (4, 0, 5)-(1, 1), AIC: -6.39514244492221, Final model converged
[2024-06-01T21:06:24] Estimation window: 2005-03-15 - 2009-03-04, Best order: (4, 0, 5)-(1, 1), AIC: -6.36372838146954, Final model converged
[2024-06-01T21:07:26] Estimation window: 2005-03-16 - 2009-03-05, Best order: (5, 0, 4)-(1, 1), AIC: -6.35476613558622, Final model converged
[2024-06-01T21:08:26] Estimation window: 2005-03-17 - 2009-03-06, Best order: (4, 0, 5)-(1, 1), AIC: -6.35476600842651, Final model converged
[2024-06-01T21:09:16] Estimation window: 2005-03-18 - 2009-03-09, Best order: (3, 0, 2)-(1, 1), AIC: -6.35358436433676, Final model converged
[2024-06-01T21:10:09] Estimation window: 2005-03-21 - 2009-03-10, Best order: (4, 0, 5)-(1, 1), AIC: -6.37089392375303, Final model converged
[2024-06-01T21:11:02] Estimation window: 2005-03-22 - 2009-03-11, Best order: (3, 0, 3)-(1, 1), AIC: -6.37108951938079, Final model converged
[2024-06-01T21:11:52] Estimation window: 2005-03-23 - 2009-03-12, Best order: (1, 0, 1)-(1, 1), AIC: -6.34232272171432, Final model converged
[2024-06-01T21:12:45] Estimation window: 2005-03-24 - 2009-03-13, Best order: (3, 0, 4)-(1, 1), AIC: -6.34190795236469, Final model converged
[2024-06-01T21:13:38] Estimation window: 2005-03-28 - 2009-03-16, Best order: (4, 0, 5)-(1, 1), AIC: -6.34219868547199, Final model converged
[2024-06-01T21:14:32] Estimation window: 2005-03-29 - 2009-03-17, Best order: (2, 0, 4)-(1, 1), AIC: -6.33665768504752, Final model converged
[2024-06-01T21:15:25] Estimation window: 2005-03-30 - 2009-03-18, Best order: (1, 0, 1)-(1, 1), AIC: -6.33212101425912, Final model converged
[2024-06-01T21:16:16] Estimation window: 2005-03-31 - 2009-03-19, Best order: (2, 0, 3)-(1, 1), AIC: -6.32968485926507, Final model converged
[2024-06-01T21:17:08] Estimation window: 2005-04-01 - 2009-03-20, Best order: (3, 0, 2)-(1, 1), AIC: -6.34976444086349, Final model converged
[2024-06-01T21:18:03] Estimation window: 2005-04-04 - 2009-03-23, Best order: (5, 0, 3)-(1, 1), AIC: -6.33268859581062, Final model FAILED to converge
[2024-06-01T21:18:55] Estimation window: 2005-04-05 - 2009-03-24, Best order: (2, 0, 4)-(1, 1), AIC: -6.31998237898484, Final model converged
[2024-06-01T21:19:48] Estimation window: 2005-04-06 - 2009-03-25, Best order: (5, 0, 4)-(1, 1), AIC: -6.31225187025422, Final model converged
[2024-06-01T21:20:42] Estimation window: 2005-04-07 - 2009-03-26, Best order: (4, 0, 5)-(1, 1), AIC: -6.3128632486324, Final model converged
[2024-06-01T21:21:35] Estimation window: 2005-04-08 - 2009-03-27, Best order: (2, 0, 3)-(1, 1), AIC: -6.33307189961661, Final model converged
[2024-06-01T21:22:27] Estimation window: 2005-04-11 - 2009-03-30, Best order: (2, 0, 4)-(1, 1), AIC: -6.30967263626801, Final model converged
[2024-06-01T21:23:26] Estimation window: 2005-04-12 - 2009-03-31, Best order: (3, 0, 2)-(1, 1), AIC: -6.30276991546471, Final model converged
[2024-06-01T21:24:25] Estimation window: 2005-04-13 - 2009-04-01, Best order: (5, 0, 2)-(1, 1), AIC: -6.31119178065366, Final model converged
[2024-06-01T21:25:22] Estimation window: 2005-04-14 - 2009-04-02, Best order: (3, 0, 2)-(1, 1), AIC: -6.30666383879791, Final model converged
[2024-06-01T21:26:17] Estimation window: 2005-04-15 - 2009-04-03, Best order: (5, 0, 4)-(1, 1), AIC: -6.29740020258484, Final model converged
