[2024-06-02T01:12:56] Estimation window: 2015-04-16 - 2019-04-04, Best order: (4, 0, 3)-(1, 1), AIC: -7.00337429142086, Final model converged
[2024-06-02T01:14:07] Estimation window: 2015-04-17 - 2019-04-05, Best order: (3, 0, 4)-(1, 1), AIC: -6.9939450923066, Final model converged
[2024-06-02T01:14:47] Estimation window: 2015-04-20 - 2019-04-08, Best order: (5, 0, 5)-(1, 1), AIC: -6.9830027020087, Final model converged
[2024-06-02T01:15:40] Estimation window: 2015-04-21 - 2019-04-09, Best order: (2, 0, 4)-(1, 1), AIC: -6.99082072733515, Final model converged
[2024-06-02T01:16:36] Estimation window: 2015-04-22 - 2019-04-10, Best order: (4, 0, 5)-(1, 1), AIC: -6.98631822388825, Final model converged
[2024-06-02T01:17:19] Estimation window: 2015-04-23 - 2019-04-11, Best order: (4, 0, 3)-(1, 1), AIC: -6.98979598291393, Final model converged
[2024-06-02T01:18:10] Estimation window: 2015-04-24 - 2019-04-12, Best order: (4, 0, 2)-(1, 1), AIC: -6.98477262600274, Final model converged
[2024-06-02T01:18:50] Estimation window: 2015-04-27 - 2019-04-15, Best order: (3, 0, 4)-(1, 1), AIC: -6.9922654897695, Final model converged
[2024-06-02T01:19:34] Estimation window: 2015-04-28 - 2019-04-16, Best order: (5, 0, 5)-(1, 1), AIC: -6.99303035851447, Final model FAILED to converge
[2024-06-02T01:20:27] Estimation window: 2015-04-29 - 2019-04-17, Best order: (2, 0, 4)-(1, 1), AIC: -6.98871234689838, Final model converged
[2024-06-02T01:21:16] Estimation window: 2015-04-30 - 2019-04-18, Best order: (3, 0, 5)-(1, 1), AIC: -6.994911819634, Final model converged
[2024-06-02T01:22:28] Estimation window: 2015-05-01 - 2019-04-22, Best order: (2, 0, 4)-(1, 1), AIC: -6.9937676868338, Final model converged
[2024-06-02T01:23:12] Estimation window: 2015-05-04 - 2019-04-23, Best order: (3, 0, 3)-(1, 1), AIC: -6.99408461690593, Final model converged
[2024-06-02T01:23:53] Estimation window: 2015-05-05 - 2019-04-24, Best order: (3, 0, 3)-(1, 1), AIC: -7.00997776687651, Final model converged
[2024-06-02T01:24:37] Estimation window: 2015-05-06 - 2019-04-25, Best order: (2, 0, 2)-(1, 1), AIC: -6.99798092246055, Final model converged
[2024-06-02T01:25:21] Estimation window: 2015-05-07 - 2019-04-26, Best order: (5, 0, 5)-(1, 1), AIC: -7.01607202290033, Final model converged
[2024-06-02T01:26:13] Estimation window: 2015-05-08 - 2019-04-29, Best order: (2, 0, 5)-(1, 1), AIC: -6.99720073698295, Final model converged
[2024-06-02T01:26:59] Estimation window: 2015-05-11 - 2019-04-30, Best order: (4, 0, 3)-(1, 1), AIC: -7.01439913124355, Final model converged
[2024-06-02T01:27:40] Estimation window: 2015-05-12 - 2019-05-01, Best order: (5, 0, 2)-(1, 1), AIC: -6.99872187794546, Final model converged
[2024-06-02T01:28:38] Estimation window: 2015-05-13 - 2019-05-02, Best order: (5, 0, 2)-(1, 1), AIC: -6.99856370147164, Final model converged
[2024-06-02T01:29:17] Estimation window: 2015-05-14 - 2019-05-03, Best order: (4, 0, 4)-(1, 1), AIC: -6.99943290843503, Final model converged
[2024-06-02T01:29:59] Estimation window: 2015-05-15 - 2019-05-06, Best order: (4, 0, 2)-(1, 1), AIC: -7.00271399470067, Final model converged
[2024-06-02T01:30:47] Estimation window: 2015-05-18 - 2019-05-07, Best order: (3, 0, 2)-(1, 1), AIC: -6.9915105629919, Final model converged
[2024-06-02T01:31:29] Estimation window: 2015-05-19 - 2019-05-08, Best order: (2, 0, 4)-(1, 1), AIC: -6.99449337285077, Final model converged
[2024-06-02T01:32:23] Estimation window: 2015-05-20 - 2019-05-09, Best order: (3, 0, 4)-(1, 1), AIC: -6.9986038960128, Final model converged
[2024-06-02T01:33:12] Estimation window: 2015-05-21 - 2019-05-10, Best order: (4, 0, 4)-(1, 1), AIC: -6.99119599486533, Final model converged
[2024-06-02T01:34:21] Estimation window: 2015-05-22 - 2019-05-13, Best order: (3, 0, 5)-(1, 1), AIC: -6.97617353125691, Final model converged
[2024-06-02T01:35:04] Estimation window: 2015-05-26 - 2019-05-14, Best order: (4, 0, 5)-(1, 1), AIC: -7.00375061560126, Final model converged
[2024-06-02T01:35:54] Estimation window: 2015-05-27 - 2019-05-15, Best order: (4, 0, 4)-(1, 1), AIC: -6.99096592082297, Final model converged
[2024-06-02T01:36:34] Estimation window: 2015-05-28 - 2019-05-16, Best order: (4, 0, 4)-(1, 1), AIC: -6.99115002025539, Final model converged
[2024-06-02T01:37:11] Estimation window: 2015-05-29 - 2019-05-17, Best order: (4, 0, 3)-(1, 1), AIC: -6.99129845860088, Final model converged
[2024-06-02T01:37:56] Estimation window: 2015-06-01 - 2019-05-20, Best order: (4, 0, 5)-(1, 1), AIC: -6.98931307560402, Final model converged
[2024-06-02T01:38:52] Estimation window: 2015-06-02 - 2019-05-21, Best order: (5, 0, 2)-(1, 1), AIC: -6.98362022600531, Final model converged
[2024-06-02T01:39:41] Estimation window: 2015-06-03 - 2019-05-22, Best order: (4, 0, 3)-(1, 1), AIC: -6.99248921245192, Final model converged
[2024-06-02T01:40:34] Estimation window: 2015-06-04 - 2019-05-23, Best order: (3, 0, 5)-(1, 1), AIC: -7.00860356089499, Final model converged
[2024-06-02T01:41:10] Estimation window: 2015-06-05 - 2019-05-24, Best order: (5, 0, 4)-(1, 1), AIC: -6.98829415689399, Final model converged
