[2024-06-02T12:11:23] Estimation window: 2011-02-02 - 2015-01-23, Best order: (4, 0, 5)-(1, 1), AIC: -6.72694916778652, Final model converged
[2024-06-02T12:11:58] Estimation window: 2011-02-03 - 2015-01-26, Best order: (4, 0, 4)-(1, 1), AIC: -6.7251046641443, Final model converged
[2024-06-02T12:12:31] Estimation window: 2011-02-04 - 2015-01-27, Best order: (3, 0, 3)-(1, 1), AIC: -6.71440837314816, Final model converged
[2024-06-02T12:13:03] Estimation window: 2011-02-07 - 2015-01-28, Best order: (4, 0, 3)-(1, 1), AIC: -6.71398968195797, Final model converged
[2024-06-02T12:13:36] Estimation window: 2011-02-08 - 2015-01-29, Best order: (3, 0, 4)-(1, 1), AIC: -6.72630124692133, Final model converged
[2024-06-02T12:14:10] Estimation window: 2011-02-09 - 2015-01-30, Best order: (2, 0, 3)-(1, 1), AIC: -6.71522494280627, Final model converged
[2024-06-02T12:14:43] Estimation window: 2011-02-10 - 2015-02-02, Best order: (5, 0, 3)-(1, 1), AIC: -6.71825830572751, Final model converged
[2024-06-02T12:15:16] Estimation window: 2011-02-11 - 2015-02-03, Best order: (5, 0, 3)-(1, 1), AIC: -6.7156691187323, Final model converged
[2024-06-02T12:15:53] Estimation window: 2011-02-14 - 2015-02-04, Best order: (3, 0, 2)-(1, 1), AIC: -6.71290778431632, Final model converged
[2024-06-02T12:16:32] Estimation window: 2011-02-15 - 2015-02-05, Best order: (5, 0, 3)-(1, 1), AIC: -6.70474317387027, Final model converged
[2024-06-02T12:17:05] Estimation window: 2011-02-16 - 2015-02-06, Best order: (4, 0, 2)-(1, 1), AIC: -6.71126038415446, Final model converged
[2024-06-02T12:17:39] Estimation window: 2011-02-17 - 2015-02-09, Best order: (4, 0, 4)-(1, 1), AIC: -6.7370312662796, Final model converged
[2024-06-02T12:18:12] Estimation window: 2011-02-18 - 2015-02-10, Best order: (3, 0, 3)-(1, 1), AIC: -6.71555088044792, Final model converged
[2024-06-02T12:18:49] Estimation window: 2011-02-22 - 2015-02-11, Best order: (3, 0, 4)-(1, 1), AIC: -6.70651981672485, Final model converged
[2024-06-02T12:19:23] Estimation window: 2011-02-23 - 2015-02-12, Best order: (4, 0, 3)-(1, 1), AIC: -6.7107503857616, Final model converged
[2024-06-02T12:19:55] Estimation window: 2011-02-24 - 2015-02-13, Best order: (4, 0, 3)-(1, 1), AIC: -6.71596893665808, Final model converged
[2024-06-02T12:20:28] Estimation window: 2011-02-25 - 2015-02-17, Best order: (4, 0, 4)-(1, 1), AIC: -6.72304775968289, Final model converged
[2024-06-02T12:21:03] Estimation window: 2011-02-28 - 2015-02-18, Best order: (3, 0, 5)-(1, 1), AIC: -6.71039542025478, Final model converged
[2024-06-02T12:21:57] Estimation window: 2011-03-01 - 2015-02-19, Best order: (4, 0, 3)-(1, 1), AIC: -6.71580198253836, Final model converged
[2024-06-02T12:22:29] Estimation window: 2011-03-02 - 2015-02-20, Best order: (5, 0, 5)-(1, 1), AIC: -6.72198364537992, Final model converged
[2024-06-02T12:23:12] Estimation window: 2011-03-03 - 2015-02-23, Best order: (4, 0, 3)-(1, 1), AIC: -6.71888768607908, Final model converged
[2024-06-02T12:23:46] Estimation window: 2011-03-04 - 2015-02-24, Best order: (4, 0, 3)-(1, 1), AIC: -6.72286428358527, Final model converged
[2024-06-02T12:24:21] Estimation window: 2011-03-07 - 2015-02-25, Best order: (5, 0, 5)-(1, 1), AIC: -6.7493732440552, Final model FAILED to converge
[2024-06-02T12:24:54] Estimation window: 2011-03-08 - 2015-02-26, Best order: (5, 0, 3)-(1, 1), AIC: -6.72461295811053, Final model converged
[2024-06-02T12:25:38] Estimation window: 2011-03-09 - 2015-02-27, Best order: (5, 0, 5)-(1, 1), AIC: -6.74385179646077, Final model converged
[2024-06-02T12:26:14] Estimation window: 2011-03-10 - 2015-03-02, Best order: (3, 0, 5)-(1, 1), AIC: -6.72635419108085, Final model converged
[2024-06-02T12:26:47] Estimation window: 2011-03-11 - 2015-03-03, Best order: (4, 0, 3)-(1, 1), AIC: -6.73350534189261, Final model converged
[2024-06-02T12:27:45] Estimation window: 2011-03-14 - 2015-03-04, Best order: (4, 0, 5)-(1, 1), AIC: -6.74262516389558, Final model converged
[2024-06-02T12:28:20] Estimation window: 2011-03-15 - 2015-03-05, Best order: (3, 0, 4)-(1, 1), AIC: -6.73665192305282, Final model converged
[2024-06-02T12:28:53] Estimation window: 2011-03-16 - 2015-03-06, Best order: (3, 0, 5)-(1, 1), AIC: -6.75113105173855, Final model converged
[2024-06-02T12:29:29] Estimation window: 2011-03-17 - 2015-03-09, Best order: (4, 0, 5)-(1, 1), AIC: -6.74719666605958, Final model converged
[2024-06-02T12:30:03] Estimation window: 2011-03-18 - 2015-03-10, Best order: (5, 0, 5)-(1, 1), AIC: -6.73360323632392, Final model converged
[2024-06-02T12:30:38] Estimation window: 2011-03-21 - 2015-03-11, Best order: (4, 0, 4)-(1, 1), AIC: -6.74316936243316, Final model converged
[2024-06-02T12:31:12] Estimation window: 2011-03-22 - 2015-03-12, Best order: (4, 0, 5)-(1, 1), AIC: -6.76237554245726, Final model converged
[2024-06-02T12:31:46] Estimation window: 2011-03-23 - 2015-03-13, Best order: (4, 0, 4)-(1, 1), AIC: -6.75764110480455, Final model FAILED to converge
[2024-06-02T12:32:17] Estimation window: 2011-03-24 - 2015-03-16, Best order: (4, 0, 3)-(1, 1), AIC: -6.73024929563684, Final model converged
[2024-06-02T12:32:50] Estimation window: 2011-03-25 - 2015-03-17, Best order: (4, 0, 4)-(1, 1), AIC: -6.72936533727284, Final model FAILED to converge
[2024-06-02T12:33:21] Estimation window: 2011-03-28 - 2015-03-18, Best order: (4, 0, 3)-(1, 1), AIC: -6.72895991376152, Final model converged
[2024-06-02T12:33:53] Estimation window: 2011-03-29 - 2015-03-19, Best order: (4, 0, 3)-(1, 1), AIC: -6.72799446114401, Final model converged
[2024-06-02T12:34:26] Estimation window: 2011-03-30 - 2015-03-20, Best order: (3, 0, 4)-(1, 1), AIC: -6.72695367122202, Final model converged
[2024-06-02T12:34:57] Estimation window: 2011-03-31 - 2015-03-23, Best order: (4, 0, 2)-(1, 1), AIC: -6.73258983335143, Final model converged
[2024-06-02T12:35:27] Estimation window: 2011-04-01 - 2015-03-24, Best order: (4, 0, 3)-(1, 1), AIC: -6.72615614930546, Final model converged
[2024-06-02T12:35:58] Estimation window: 2011-04-04 - 2015-03-25, Best order: (3, 0, 3)-(1, 1), AIC: -6.72478594548661, Final model converged
[2024-06-02T12:36:32] Estimation window: 2011-04-05 - 2015-03-26, Best order: (2, 0, 4)-(1, 1), AIC: -6.72728747449061, Final model converged
[2024-06-02T12:37:05] Estimation window: 2011-04-06 - 2015-03-27, Best order: (5, 0, 5)-(1, 1), AIC: -6.73094999645695, Final model converged
