[2024-06-02T05:41:35] Estimation window: 2011-02-02 - 2015-01-23, Best order: (4, 0, 5)-(1, 1), AIC: -6.72694916778652, Final model converged
[2024-06-02T05:41:58] Estimation window: 2011-02-03 - 2015-01-26, Best order: (5, 0, 5)-(1, 1), AIC: -6.71698204688624, Final model converged
[2024-06-02T05:42:22] Estimation window: 2011-02-04 - 2015-01-27, Best order: (4, 0, 5)-(1, 1), AIC: -6.72341455701802, Final model converged
[2024-06-02T05:42:48] Estimation window: 2011-02-07 - 2015-01-28, Best order: (4, 0, 5)-(1, 1), AIC: -6.72149198954327, Final model converged
[2024-06-02T05:43:11] Estimation window: 2011-02-08 - 2015-01-29, Best order: (3, 0, 2)-(1, 1), AIC: -6.70852726681833, Final model converged
[2024-06-02T05:43:35] Estimation window: 2011-02-09 - 2015-01-30, Best order: (2, 0, 2)-(1, 1), AIC: -6.71697767358735, Final model converged
[2024-06-02T05:43:58] Estimation window: 2011-02-10 - 2015-02-02, Best order: (5, 0, 2)-(1, 1), AIC: -6.71119600696318, Final model converged
[2024-06-02T05:44:22] Estimation window: 2011-02-11 - 2015-02-03, Best order: (3, 0, 5)-(1, 1), AIC: -6.7052350273242, Final model converged
[2024-06-02T05:44:45] Estimation window: 2011-02-14 - 2015-02-04, Best order: (3, 0, 3)-(1, 1), AIC: -6.70804202147858, Final model converged
[2024-06-02T05:45:11] Estimation window: 2011-02-15 - 2015-02-05, Best order: (4, 0, 5)-(1, 1), AIC: -6.71591448628462, Final model converged
[2024-06-02T05:45:34] Estimation window: 2011-02-16 - 2015-02-06, Best order: (3, 0, 5)-(1, 1), AIC: -6.70524261811506, Final model converged
[2024-06-02T05:45:58] Estimation window: 2011-02-17 - 2015-02-09, Best order: (4, 0, 5)-(1, 1), AIC: -6.71521006449413, Final model converged
[2024-06-02T05:46:22] Estimation window: 2011-02-18 - 2015-02-10, Best order: (5, 0, 5)-(1, 1), AIC: -6.72561716476997, Final model converged
[2024-06-02T05:46:47] Estimation window: 2011-02-22 - 2015-02-11, Best order: (3, 0, 5)-(1, 1), AIC: -6.70461998061099, Final model converged
[2024-06-02T05:47:11] Estimation window: 2011-02-23 - 2015-02-12, Best order: (5, 0, 5)-(1, 1), AIC: -6.71454731871576, Final model converged
[2024-06-02T05:47:35] Estimation window: 2011-02-24 - 2015-02-13, Best order: (2, 0, 2)-(1, 1), AIC: -6.72175958233048, Final model converged
[2024-06-02T05:47:59] Estimation window: 2011-02-25 - 2015-02-17, Best order: (4, 0, 3)-(1, 1), AIC: -6.72830168384504, Final model converged
[2024-06-02T05:48:23] Estimation window: 2011-02-28 - 2015-02-18, Best order: (3, 0, 5)-(1, 1), AIC: -6.71039542025478, Final model converged
[2024-06-02T05:48:48] Estimation window: 2011-03-01 - 2015-02-19, Best order: (4, 0, 5)-(1, 1), AIC: -6.72384223359507, Final model converged
[2024-06-02T05:49:13] Estimation window: 2011-03-02 - 2015-02-20, Best order: (3, 0, 4)-(1, 1), AIC: -6.71827980415331, Final model converged
[2024-06-02T05:49:36] Estimation window: 2011-03-03 - 2015-02-23, Best order: (5, 0, 4)-(1, 1), AIC: -6.72846611677772, Final model converged
[2024-06-02T05:50:00] Estimation window: 2011-03-04 - 2015-02-24, Best order: (4, 0, 3)-(1, 1), AIC: -6.72286428358527, Final model converged
[2024-06-02T05:50:24] Estimation window: 2011-03-07 - 2015-02-25, Best order: (4, 0, 2)-(1, 1), AIC: -6.73534048707963, Final model converged
[2024-06-02T05:50:48] Estimation window: 2011-03-08 - 2015-02-26, Best order: (4, 0, 4)-(1, 1), AIC: -6.73943628715205, Final model converged
[2024-06-02T05:51:12] Estimation window: 2011-03-09 - 2015-02-27, Best order: (5, 0, 3)-(1, 1), AIC: -6.72696630085223, Final model converged
[2024-06-02T05:51:37] Estimation window: 2011-03-10 - 2015-03-02, Best order: (5, 0, 4)-(1, 1), AIC: -6.75779085804988, Final model converged
[2024-06-02T05:52:07] Estimation window: 2011-03-11 - 2015-03-03, Best order: (4, 0, 5)-(1, 1), AIC: -6.75019075034391, Final model converged
[2024-06-02T05:52:30] Estimation window: 2011-03-14 - 2015-03-04, Best order: (5, 0, 5)-(1, 1), AIC: -6.74616688488088, Final model converged
[2024-06-02T05:52:54] Estimation window: 2011-03-15 - 2015-03-05, Best order: (3, 0, 4)-(1, 1), AIC: -6.73665192305282, Final model converged
[2024-06-02T05:53:18] Estimation window: 2011-03-16 - 2015-03-06, Best order: (3, 0, 4)-(1, 1), AIC: -6.73259818311802, Final model converged
[2024-06-02T05:53:42] Estimation window: 2011-03-17 - 2015-03-09, Best order: (4, 0, 4)-(1, 1), AIC: -6.75941502538404, Final model converged
[2024-06-02T05:54:05] Estimation window: 2011-03-18 - 2015-03-10, Best order: (4, 0, 4)-(1, 1), AIC: -6.74072550226985, Final model converged
[2024-06-02T05:54:29] Estimation window: 2011-03-21 - 2015-03-11, Best order: (5, 0, 4)-(1, 1), AIC: -6.74098098746459, Final model converged
[2024-06-02T05:55:08] Estimation window: 2011-03-22 - 2015-03-12, Best order: (4, 0, 4)-(1, 1), AIC: -6.74301310189515, Final model converged
[2024-06-02T05:55:32] Estimation window: 2011-03-23 - 2015-03-13, Best order: (3, 0, 3)-(1, 1), AIC: -6.73491232223753, Final model converged
[2024-06-02T05:55:57] Estimation window: 2011-03-24 - 2015-03-16, Best order: (5, 0, 3)-(1, 1), AIC: -6.72887735477864, Final model converged
[2024-06-02T05:56:20] Estimation window: 2011-03-25 - 2015-03-17, Best order: (4, 0, 3)-(1, 1), AIC: -6.73099292677015, Final model converged
[2024-06-02T05:56:57] Estimation window: 2011-03-28 - 2015-03-18, Best order: (3, 0, 5)-(1, 1), AIC: -6.72457294575309, Final model converged
[2024-06-02T05:57:20] Estimation window: 2011-03-29 - 2015-03-19, Best order: (5, 0, 5)-(1, 1), AIC: -6.72945630068768, Final model converged
[2024-06-02T05:57:45] Estimation window: 2011-03-30 - 2015-03-20, Best order: (3, 0, 4)-(1, 1), AIC: -6.72695367122202, Final model converged
[2024-06-02T05:58:09] Estimation window: 2011-03-31 - 2015-03-23, Best order: (2, 0, 3)-(1, 1), AIC: -6.73597442839558, Final model converged
[2024-06-02T05:58:32] Estimation window: 2011-04-01 - 2015-03-24, Best order: (3, 0, 2)-(1, 1), AIC: -6.73483189739545, Final model converged
[2024-06-02T05:58:55] Estimation window: 2011-04-04 - 2015-03-25, Best order: (3, 0, 2)-(1, 1), AIC: -6.72998444935891, Final model converged
[2024-06-02T05:59:19] Estimation window: 2011-04-05 - 2015-03-26, Best order: (5, 0, 5)-(1, 1), AIC: -6.72764958165372, Final model converged
[2024-06-02T05:59:42] Estimation window: 2011-04-06 - 2015-03-27, Best order: (3, 0, 3)-(1, 1), AIC: -6.72397546917234, Final model converged
[2024-06-02T06:00:05] Estimation window: 2011-04-07 - 2015-03-30, Best order: (2, 0, 4)-(1, 1), AIC: -6.72236267060612, Final model converged
[2024-06-02T06:00:35] Estimation window: 2011-04-08 - 2015-03-31, Best order: (2, 0, 2)-(1, 1), AIC: -6.71612887110486, Final model converged
[2024-06-02T06:01:12] Estimation window: 2011-04-11 - 2015-04-01, Best order: (2, 0, 3)-(1, 1), AIC: -6.72714247820763, Final model converged
[2024-06-02T06:01:36] Estimation window: 2011-04-12 - 2015-04-02, Best order: (4, 0, 4)-(1, 1), AIC: -6.73064360161681, Final model converged
[2024-06-02T06:01:59] Estimation window: 2011-04-13 - 2015-04-06, Best order: (3, 0, 3)-(1, 1), AIC: -6.74053572019207, Final model converged
[2024-06-02T06:02:23] Estimation window: 2011-04-14 - 2015-04-07, Best order: (4, 0, 4)-(1, 1), AIC: -6.73539906254097, Final model converged
[2024-06-02T06:03:00] Estimation window: 2011-04-15 - 2015-04-08, Best order: (5, 0, 3)-(1, 1), AIC: -6.73602797898131, Final model converged
[2024-06-02T06:03:32] Estimation window: 2011-04-18 - 2015-04-09, Best order: (4, 0, 3)-(1, 1), AIC: -6.72128389971907, Final model converged
[2024-06-02T06:03:55] Estimation window: 2011-04-19 - 2015-04-10, Best order: (3, 0, 5)-(1, 1), AIC: -6.72063480209834, Final model converged
[2024-06-02T06:04:18] Estimation window: 2011-04-20 - 2015-04-13, Best order: (5, 0, 4)-(1, 1), AIC: -6.74447530437731, Final model converged
[2024-06-02T06:04:42] Estimation window: 2011-04-21 - 2015-04-14, Best order: (3, 0, 2)-(1, 1), AIC: -6.73367461773852, Final model converged
[2024-06-02T06:05:06] Estimation window: 2011-04-25 - 2015-04-15, Best order: (2, 0, 3)-(1, 1), AIC: -6.73357756077598, Final model converged
[2024-06-02T06:05:30] Estimation window: 2011-04-26 - 2015-04-16, Best order: (3, 0, 4)-(1, 1), AIC: -6.72809472003779, Final model converged
[2024-06-02T06:05:53] Estimation window: 2011-04-27 - 2015-04-17, Best order: (5, 0, 3)-(1, 1), AIC: -6.72165981972151, Final model converged
[2024-06-02T06:06:17] Estimation window: 2011-04-28 - 2015-04-20, Best order: (5, 0, 2)-(1, 1), AIC: -6.72262004711828, Final model converged
[2024-06-02T06:06:50] Estimation window: 2011-04-29 - 2015-04-21, Best order: (5, 0, 3)-(1, 1), AIC: -6.72169449399531, Final model converged
[2024-06-02T06:07:17] Estimation window: 2011-05-02 - 2015-04-22, Best order: (5, 0, 5)-(1, 1), AIC: -6.7268610628355, Final model converged
[2024-06-02T06:07:38] Estimation window: 2011-05-03 - 2015-04-23, Best order: (4, 0, 4)-(1, 1), AIC: -6.74512333698183, Final model converged
[2024-06-02T06:08:02] Estimation window: 2011-05-04 - 2015-04-24, Best order: (5, 0, 3)-(1, 1), AIC: -6.72338421318754, Final model converged
[2024-06-02T06:08:25] Estimation window: 2011-05-05 - 2015-04-27, Best order: (2, 0, 2)-(1, 1), AIC: -6.7348456857686, Final model converged
[2024-06-02T06:08:46] Estimation window: 2011-05-06 - 2015-04-28, Best order: (5, 0, 2)-(1, 1), AIC: -6.72772225653741, Final model converged
[2024-06-02T06:09:08] Estimation window: 2011-05-09 - 2015-04-29, Best order: (5, 0, 5)-(1, 1), AIC: -6.735292587086, Final model converged
[2024-06-02T06:09:31] Estimation window: 2011-05-10 - 2015-04-30, Best order: (5, 0, 5)-(1, 1), AIC: -6.74355207275354, Final model converged
[2024-06-02T06:09:58] Estimation window: 2011-05-11 - 2015-05-01, Best order: (5, 0, 4)-(1, 1), AIC: -6.75843348830035, Final model converged
[2024-06-02T06:10:21] Estimation window: 2011-05-12 - 2015-05-04, Best order: (5, 0, 4)-(1, 1), AIC: -6.73978754949114, Final model converged
[2024-06-02T06:10:43] Estimation window: 2011-05-13 - 2015-05-05, Best order: (4, 0, 4)-(1, 1), AIC: -6.75063422394459, Final model converged
[2024-06-02T06:11:05] Estimation window: 2011-05-16 - 2015-05-06, Best order: (5, 0, 5)-(1, 1), AIC: -6.72999048444858, Final model converged
[2024-06-02T06:11:28] Estimation window: 2011-05-17 - 2015-05-07, Best order: (4, 0, 5)-(1, 1), AIC: -6.75822617104044, Final model converged
[2024-06-02T06:11:50] Estimation window: 2011-05-18 - 2015-05-08, Best order: (5, 0, 4)-(1, 1), AIC: -6.73295142724945, Final model converged
[2024-06-02T06:12:12] Estimation window: 2011-05-19 - 2015-05-11, Best order: (5, 0, 3)-(1, 1), AIC: -6.72331094552704, Final model converged
[2024-06-02T06:12:46] Estimation window: 2011-05-20 - 2015-05-12, Best order: (4, 0, 5)-(1, 1), AIC: -6.75866006851469, Final model converged
[2024-06-02T06:13:09] Estimation window: 2011-05-23 - 2015-05-13, Best order: (4, 0, 5)-(1, 1), AIC: -6.76050818826703, Final model converged
[2024-06-02T06:13:39] Estimation window: 2011-05-24 - 2015-05-14, Best order: (4, 0, 5)-(1, 1), AIC: -6.7373126940574, Final model converged
[2024-06-02T06:13:58] Estimation window: 2011-05-25 - 2015-05-15, Best order: (3, 0, 5)-(1, 1), AIC: -6.7270082923688, Final model converged
[2024-06-02T06:14:17] Estimation window: 2011-05-26 - 2015-05-18, Best order: (5, 0, 2)-(1, 1), AIC: -6.72647948507232, Final model converged
[2024-06-02T06:14:37] Estimation window: 2011-05-27 - 2015-05-19, Best order: (4, 0, 4)-(1, 1), AIC: -6.72885610471965, Final model converged
[2024-06-02T06:15:07] Estimation window: 2011-05-31 - 2015-05-20, Best order: (4, 0, 5)-(1, 1), AIC: -6.75642046491935, Final model FAILED to converge
[2024-06-02T06:15:28] Estimation window: 2011-06-01 - 2015-05-21, Best order: (3, 0, 5)-(1, 1), AIC: -6.7586231185403, Final model FAILED to converge
[2024-06-02T06:15:49] Estimation window: 2011-06-02 - 2015-05-22, Best order: (4, 0, 5)-(1, 1), AIC: -6.76146738410904, Final model converged
[2024-06-02T06:16:09] Estimation window: 2011-06-03 - 2015-05-26, Best order: (3, 0, 4)-(1, 1), AIC: -6.73747850559823, Final model converged
[2024-06-02T06:16:29] Estimation window: 2011-06-06 - 2015-05-27, Best order: (3, 0, 5)-(1, 1), AIC: -6.73662309103074, Final model converged
[2024-06-02T06:16:52] Estimation window: 2011-06-07 - 2015-05-28, Best order: (3, 0, 4)-(1, 1), AIC: -6.75214081692344, Final model converged
[2024-06-02T06:17:12] Estimation window: 2011-06-08 - 2015-05-29, Best order: (4, 0, 3)-(1, 1), AIC: -6.74027752176487, Final model converged
[2024-06-02T06:17:33] Estimation window: 2011-06-09 - 2015-06-01, Best order: (3, 0, 4)-(1, 1), AIC: -6.74156695160645, Final model converged
[2024-06-02T06:17:53] Estimation window: 2011-06-10 - 2015-06-02, Best order: (4, 0, 4)-(1, 1), AIC: -6.75250090070112, Final model converged
[2024-06-02T06:18:14] Estimation window: 2011-06-13 - 2015-06-03, Best order: (4, 0, 3)-(1, 1), AIC: -6.74537765862456, Final model converged
[2024-06-02T06:18:34] Estimation window: 2011-06-14 - 2015-06-04, Best order: (3, 0, 4)-(1, 1), AIC: -6.74375348498507, Final model converged
[2024-06-02T06:18:54] Estimation window: 2011-06-15 - 2015-06-05, Best order: (4, 0, 5)-(1, 1), AIC: -6.75852302077813, Final model converged
[2024-06-02T06:19:14] Estimation window: 2011-06-16 - 2015-06-08, Best order: (5, 0, 3)-(1, 1), AIC: -6.74753253005193, Final model converged
[2024-06-02T06:19:45] Estimation window: 2011-06-17 - 2015-06-09, Best order: (3, 0, 5)-(1, 1), AIC: -6.75738038832715, Final model converged
[2024-06-02T06:20:05] Estimation window: 2011-06-20 - 2015-06-10, Best order: (5, 0, 3)-(1, 1), AIC: -6.74633748758756, Final model converged
[2024-06-02T06:20:25] Estimation window: 2011-06-21 - 2015-06-11, Best order: (4, 0, 4)-(1, 1), AIC: -6.75822896664207, Final model converged
[2024-06-02T06:20:46] Estimation window: 2011-06-22 - 2015-06-12, Best order: (2, 0, 4)-(1, 1), AIC: -6.7550417536044, Final model converged
[2024-06-02T06:21:06] Estimation window: 2011-06-23 - 2015-06-15, Best order: (2, 0, 2)-(1, 1), AIC: -6.75885587000632, Final model converged
[2024-06-02T06:21:28] Estimation window: 2011-06-24 - 2015-06-16, Best order: (4, 0, 5)-(1, 1), AIC: -6.77948893347238, Final model FAILED to converge
[2024-06-02T06:21:48] Estimation window: 2011-06-27 - 2015-06-17, Best order: (3, 0, 4)-(1, 1), AIC: -6.75244165222494, Final model converged
[2024-06-02T06:22:08] Estimation window: 2011-06-28 - 2015-06-18, Best order: (3, 0, 5)-(1, 1), AIC: -6.75029889792553, Final model converged
[2024-06-02T06:22:28] Estimation window: 2011-06-29 - 2015-06-19, Best order: (3, 0, 5)-(1, 1), AIC: -6.75263500956203, Final model converged
[2024-06-02T06:22:55] Estimation window: 2011-06-30 - 2015-06-22, Best order: (3, 0, 4)-(1, 1), AIC: -6.75859678468796, Final model converged
[2024-06-02T06:23:16] Estimation window: 2011-07-01 - 2015-06-23, Best order: (5, 0, 5)-(1, 1), AIC: -6.76213745290964, Final model converged
[2024-06-02T06:23:36] Estimation window: 2011-07-05 - 2015-06-24, Best order: (4, 0, 4)-(1, 1), AIC: -6.77427767541015, Final model converged
[2024-06-02T06:23:56] Estimation window: 2011-07-06 - 2015-06-25, Best order: (3, 0, 3)-(1, 1), AIC: -6.75951009089379, Final model converged
[2024-06-02T06:24:16] Estimation window: 2011-07-07 - 2015-06-26, Best order: (3, 0, 2)-(1, 1), AIC: -6.76506607271037, Final model converged
[2024-06-02T06:24:37] Estimation window: 2011-07-08 - 2015-06-29, Best order: (2, 0, 4)-(1, 1), AIC: -6.75340648510263, Final model converged
[2024-06-02T06:25:15] Estimation window: 2011-07-11 - 2015-06-30, Best order: (4, 0, 4)-(1, 1), AIC: -6.76490046921915, Final model converged
[2024-06-02T06:25:39] Estimation window: 2011-07-12 - 2015-07-01, Best order: (3, 0, 4)-(1, 1), AIC: -6.75465118757694, Final model converged
[2024-06-02T06:25:58] Estimation window: 2011-07-13 - 2015-07-02, Best order: (5, 0, 4)-(1, 1), AIC: -6.7648008545567, Final model converged
[2024-06-02T06:26:18] Estimation window: 2011-07-14 - 2015-07-06, Best order: (4, 0, 3)-(1, 1), AIC: -6.75503770723174, Final model converged
[2024-06-02T06:26:39] Estimation window: 2011-07-15 - 2015-07-07, Best order: (5, 0, 5)-(1, 1), AIC: -6.7671849550407, Final model converged
[2024-06-02T06:26:58] Estimation window: 2011-07-18 - 2015-07-08, Best order: (4, 0, 2)-(1, 1), AIC: -6.75426636201933, Final model converged
[2024-06-02T06:27:29] Estimation window: 2011-07-19 - 2015-07-09, Best order: (3, 0, 4)-(1, 1), AIC: -6.75264405334872, Final model converged
[2024-06-02T06:27:49] Estimation window: 2011-07-20 - 2015-07-10, Best order: (4, 0, 3)-(1, 1), AIC: -6.7493871098053, Final model converged
[2024-06-02T06:28:13] Estimation window: 2011-07-21 - 2015-07-13, Best order: (3, 0, 3)-(1, 1), AIC: -6.7628642466618, Final model converged
[2024-06-02T06:28:35] Estimation window: 2011-07-22 - 2015-07-14, Best order: (4, 0, 4)-(1, 1), AIC: -6.74926951192682, Final model converged
[2024-06-02T06:29:18] Estimation window: 2011-07-25 - 2015-07-15, Best order: (4, 0, 4)-(1, 1), AIC: 143.575772373545, Final model FAILED to converge
[2024-06-02T06:29:43] Estimation window: 2011-07-26 - 2015-07-16, Best order: (5, 0, 4)-(1, 1), AIC: -6.78200555200876, Final model converged
[2024-06-02T06:30:05] Estimation window: 2011-07-27 - 2015-07-17, Best order: (4, 0, 4)-(1, 1), AIC: -6.76826269763905, Final model converged
[2024-06-02T06:30:47] Estimation window: 2011-07-28 - 2015-07-20, Best order: (2, 0, 4)-(1, 1), AIC: -6.77544002838569, Final model converged
[2024-06-02T06:31:27] Estimation window: 2011-07-29 - 2015-07-21, Best order: (4, 0, 4)-(1, 1), AIC: -6.77050275486857, Final model converged
[2024-06-02T06:31:56] Estimation window: 2011-08-01 - 2015-07-22, Best order: (3, 0, 4)-(1, 1), AIC: -6.75419854094442, Final model converged
[2024-06-02T06:32:14] Estimation window: 2011-08-02 - 2015-07-23, Best order: (5, 0, 3)-(1, 1), AIC: -6.72945291432287, Final model converged
[2024-06-02T06:32:33] Estimation window: 2011-08-03 - 2015-07-24, Best order: (4, 0, 3)-(1, 1), AIC: -6.73709007154082, Final model converged
[2024-06-02T06:32:59] Estimation window: 2011-08-04 - 2015-07-27, Best order: (1, 0, 1)-(1, 1), AIC: -6.76757406043941, Final model converged
[2024-06-02T06:33:24] Estimation window: 2011-08-05 - 2015-07-28, Best order: (1, 0, 2)-(1, 1), AIC: -6.74290952662, Final model converged
[2024-06-02T06:33:58] Estimation window: 2011-08-08 - 2015-07-29, Best order: (1, 0, 1)-(1, 1), AIC: -6.74419442229008, Final model converged
[2024-06-02T06:34:15] Estimation window: 2011-08-09 - 2015-07-30, Best order: (1, 0, 1)-(1, 1), AIC: -6.77530933924395, Final model converged
[2024-06-02T06:34:41] Estimation window: 2011-08-10 - 2015-07-31, Best order: (1, 0, 1)-(1, 1), AIC: -6.78912670275456, Final model converged
[2024-06-02T06:35:19] Estimation window: 2011-08-11 - 2015-08-03, Best order: (3, 0, 4)-(1, 1), AIC: -6.78479260370918, Final model converged
[2024-06-02T06:35:37] Estimation window: 2011-08-12 - 2015-08-04, Best order: (5, 0, 5)-(1, 1), AIC: -6.80616571325167, Final model converged
[2024-06-02T06:35:56] Estimation window: 2011-08-15 - 2015-08-05, Best order: (4, 0, 3)-(1, 1), AIC: -6.80970503791744, Final model converged
[2024-06-02T06:36:34] Estimation window: 2011-08-16 - 2015-08-06, Best order: (5, 0, 5)-(1, 1), AIC: -6.80266791980477, Final model converged
[2024-06-02T06:36:53] Estimation window: 2011-08-17 - 2015-08-07, Best order: (5, 0, 2)-(1, 1), AIC: -6.80498973140669, Final model converged
[2024-06-02T06:37:10] Estimation window: 2011-08-18 - 2015-08-10, Best order: (3, 0, 4)-(1, 1), AIC: -6.81439365136024, Final model converged
[2024-06-02T06:37:27] Estimation window: 2011-08-19 - 2015-08-11, Best order: (5, 0, 2)-(1, 1), AIC: -6.81049012775424, Final model converged
[2024-06-02T06:37:44] Estimation window: 2011-08-22 - 2015-08-12, Best order: (3, 0, 4)-(1, 1), AIC: -6.82187451665909, Final model converged
[2024-06-02T06:38:02] Estimation window: 2011-08-23 - 2015-08-13, Best order: (5, 0, 5)-(1, 1), AIC: -6.82877670112229, Final model converged
[2024-06-02T06:38:19] Estimation window: 2011-08-24 - 2015-08-14, Best order: (4, 0, 4)-(1, 1), AIC: -6.83274231255029, Final model converged
[2024-06-02T06:38:45] Estimation window: 2011-08-25 - 2015-08-17, Best order: (4, 0, 3)-(1, 1), AIC: -6.82996313310915, Final model converged
[2024-06-02T06:39:04] Estimation window: 2011-08-26 - 2015-08-18, Best order: (3, 0, 4)-(1, 1), AIC: -6.84252637086151, Final model FAILED to converge
[2024-06-02T06:39:22] Estimation window: 2011-08-29 - 2015-08-19, Best order: (4, 0, 4)-(1, 1), AIC: -6.83476223624437, Final model converged
[2024-06-02T06:39:39] Estimation window: 2011-08-30 - 2015-08-20, Best order: (5, 0, 5)-(1, 1), AIC: -6.85385778970419, Final model converged
[2024-06-02T06:40:09] Estimation window: 2011-08-31 - 2015-08-21, Best order: (5, 0, 5)-(1, 1), AIC: -6.83080593163711, Final model FAILED to converge
