[2024-06-02T18:41:40] Estimation window: 2013-03-12 - 2017-02-28, Best order: (4, 0, 5)-(1, 1), AIC: -6.98558463935925, Final model converged
[2024-06-02T18:42:02] Estimation window: 2013-03-13 - 2017-03-01, Best order: (4, 0, 5)-(1, 1), AIC: -6.98010411931755, Final model converged
[2024-06-02T18:42:22] Estimation window: 2013-03-14 - 2017-03-02, Best order: (3, 0, 5)-(1, 1), AIC: -6.97544846979804, Final model converged
[2024-06-02T18:42:42] Estimation window: 2013-03-15 - 2017-03-03, Best order: (3, 0, 4)-(1, 1), AIC: -6.97402929473593, Final model FAILED to converge
[2024-06-02T18:43:02] Estimation window: 2013-03-18 - 2017-03-06, Best order: (2, 0, 2)-(1, 1), AIC: -6.97021478197991, Final model FAILED to converge
[2024-06-02T18:43:23] Estimation window: 2013-03-19 - 2017-03-07, Best order: (4, 0, 4)-(1, 1), AIC: -6.98421149566766, Final model converged
[2024-06-02T18:43:43] Estimation window: 2013-03-20 - 2017-03-08, Best order: (4, 0, 4)-(1, 1), AIC: -6.99807897764669, Final model converged
[2024-06-02T18:44:03] Estimation window: 2013-03-21 - 2017-03-09, Best order: (4, 0, 3)-(1, 1), AIC: -6.97715913488507, Final model converged
[2024-06-02T18:44:22] Estimation window: 2013-03-22 - 2017-03-10, Best order: (2, 0, 1)-(1, 1), AIC: -6.98070211350114, Final model converged
[2024-06-02T18:44:42] Estimation window: 2013-03-25 - 2017-03-13, Best order: (5, 0, 5)-(1, 1), AIC: -6.98583706676797, Final model converged
[2024-06-02T18:45:02] Estimation window: 2013-03-26 - 2017-03-14, Best order: (3, 0, 4)-(1, 1), AIC: -6.90352548300882, Final model converged
[2024-06-02T18:45:21] Estimation window: 2013-03-27 - 2017-03-15, Best order: (4, 0, 3)-(1, 1), AIC: -6.94503143049907, Final model converged
[2024-06-02T18:45:40] Estimation window: 2013-03-28 - 2017-03-16, Best order: (5, 0, 4)-(1, 1), AIC: -6.98303750338943, Final model FAILED to converge
[2024-06-02T18:46:01] Estimation window: 2013-04-01 - 2017-03-17, Best order: (5, 0, 4)-(1, 1), AIC: -6.98251834332327, Final model converged
[2024-06-02T18:46:22] Estimation window: 2013-04-02 - 2017-03-20, Best order: (4, 0, 5)-(1, 1), AIC: -7.0072281913174, Final model converged
[2024-06-02T18:46:41] Estimation window: 2013-04-03 - 2017-03-21, Best order: (1, 0, 2)-(1, 1), AIC: -6.97932293711059, Final model converged
[2024-06-02T18:47:01] Estimation window: 2013-04-04 - 2017-03-22, Best order: (5, 0, 4)-(1, 1), AIC: -6.9802765949274, Final model converged
[2024-06-02T18:47:20] Estimation window: 2013-04-05 - 2017-03-23, Best order: (1, 0, 2)-(1, 1), AIC: -6.89370391525, Final model converged
[2024-06-02T18:47:39] Estimation window: 2013-04-08 - 2017-03-24, Best order: (4, 0, 5)-(1, 1), AIC: -6.98493410705916, Final model converged
[2024-06-02T18:48:02] Estimation window: 2013-04-09 - 2017-03-27, Best order: (5, 0, 5)-(1, 1), AIC: -6.91088718027842, Final model converged
[2024-06-02T18:48:24] Estimation window: 2013-04-10 - 2017-03-28, Best order: (5, 0, 4)-(1, 1), AIC: -7.00699084447072, Final model converged
[2024-06-02T18:48:48] Estimation window: 2013-04-11 - 2017-03-29, Best order: (5, 0, 4)-(1, 1), AIC: -6.98226328842521, Final model converged
[2024-06-02T18:49:10] Estimation window: 2013-04-12 - 2017-03-30, Best order: (5, 0, 5)-(1, 1), AIC: -6.98688458068192, Final model converged
[2024-06-02T18:49:31] Estimation window: 2013-04-15 - 2017-03-31, Best order: (5, 0, 5)-(1, 1), AIC: -6.99511458380187, Final model converged
