[2024-06-02T03:10:43] Estimation window: 2006-03-14 - 2010-03-03, Best order: (3, 0, 3)-(1, 1), AIC: -5.99810554559511, Final model converged
[2024-06-02T03:10:55] Estimation window: 2006-03-15 - 2010-03-04, Best order: (4, 0, 4)-(1, 1), AIC: -6.0077756819823, Final model converged
[2024-06-02T03:11:08] Estimation window: 2006-03-16 - 2010-03-05, Best order: (3, 0, 5)-(1, 1), AIC: -6.00716232985385, Final model FAILED to converge
[2024-06-02T03:11:26] Estimation window: 2006-03-17 - 2010-03-08, Best order: (5, 0, 5)-(1, 1), AIC: -6.00569942935485, Final model converged
[2024-06-02T03:11:37] Estimation window: 2006-03-20 - 2010-03-09, Best order: (4, 0, 5)-(1, 1), AIC: -6.02322609341458, Final model converged
[2024-06-02T03:11:49] Estimation window: 2006-03-21 - 2010-03-10, Best order: (4, 0, 5)-(1, 1), AIC: -6.01005446198663, Final model converged
[2024-06-02T03:12:12] Estimation window: 2006-03-22 - 2010-03-11, Best order: (4, 0, 4)-(1, 1), AIC: -5.99093209649387, Final model converged
[2024-06-02T03:12:39] Estimation window: 2006-03-23 - 2010-03-12, Best order: (3, 0, 3)-(1, 1), AIC: -6.00075864295094, Final model converged
[2024-06-02T03:12:51] Estimation window: 2006-03-24 - 2010-03-15, Best order: (2, 0, 5)-(1, 1), AIC: -5.99198988582426, Final model converged
[2024-06-02T03:13:09] Estimation window: 2006-03-27 - 2010-03-16, Best order: (3, 0, 3)-(1, 1), AIC: -5.99751310408151, Final model converged
[2024-06-02T03:13:22] Estimation window: 2006-03-28 - 2010-03-17, Best order: (2, 0, 5)-(1, 1), AIC: -5.99487002674855, Final model converged
[2024-06-02T03:13:33] Estimation window: 2006-03-29 - 2010-03-18, Best order: (5, 0, 5)-(1, 1), AIC: -6.01136000376246, Final model converged
[2024-06-02T03:13:44] Estimation window: 2006-03-30 - 2010-03-19, Best order: (5, 0, 5)-(1, 1), AIC: -6.0050165728992, Final model converged
[2024-06-02T03:14:18] Estimation window: 2006-03-31 - 2010-03-22, Best order: (5, 0, 5)-(1, 1), AIC: -6.00060649854916, Final model converged
[2024-06-02T03:14:30] Estimation window: 2006-04-03 - 2010-03-23, Best order: (5, 0, 5)-(1, 1), AIC: -6.01176546126436, Final model converged
[2024-06-02T03:14:42] Estimation window: 2006-04-04 - 2010-03-24, Best order: (5, 0, 5)-(1, 1), AIC: -6.01798976281168, Final model converged
[2024-06-02T03:14:58] Estimation window: 2006-04-05 - 2010-03-25, Best order: (4, 0, 5)-(1, 1), AIC: -6.01342766107945, Final model converged
[2024-06-02T03:15:16] Estimation window: 2006-04-06 - 2010-03-26, Best order: (3, 0, 3)-(1, 1), AIC: -6.00050472974248, Final model converged
[2024-06-02T03:15:33] Estimation window: 2006-04-07 - 2010-03-29, Best order: (4, 0, 5)-(1, 1), AIC: -6.01482123164874, Final model converged
[2024-06-02T03:15:52] Estimation window: 2006-04-10 - 2010-03-30, Best order: (5, 0, 3)-(1, 1), AIC: -6.01309607007109, Final model converged
[2024-06-02T03:16:05] Estimation window: 2006-04-11 - 2010-03-31, Best order: (4, 0, 5)-(1, 1), AIC: -5.99780391217449, Final model converged
[2024-06-02T03:16:18] Estimation window: 2006-04-12 - 2010-04-01, Best order: (2, 0, 5)-(1, 1), AIC: -5.99831895106892, Final model converged
[2024-06-02T03:16:40] Estimation window: 2006-04-13 - 2010-04-05, Best order: (5, 0, 5)-(1, 1), AIC: -6.03951665577667, Final model FAILED to converge
[2024-06-02T03:16:51] Estimation window: 2006-04-17 - 2010-04-06, Best order: (4, 0, 5)-(1, 1), AIC: -6.01409978971489, Final model converged
[2024-06-02T03:17:33] Estimation window: 2006-04-18 - 2010-04-07, Best order: (5, 0, 5)-(1, 1), AIC: 595.920986258814, Final model FAILED to converge
[2024-06-02T03:17:45] Estimation window: 2006-04-19 - 2010-04-08, Best order: (2, 0, 5)-(1, 1), AIC: -5.99449295408536, Final model converged
[2024-06-02T03:17:56] Estimation window: 2006-04-20 - 2010-04-09, Best order: (3, 0, 3)-(1, 1), AIC: -6.00826846834615, Final model converged
[2024-06-02T03:18:15] Estimation window: 2006-04-21 - 2010-04-12, Best order: (3, 0, 3)-(1, 1), AIC: -6.00954422254125, Final model converged
[2024-06-02T03:18:57] Estimation window: 2006-04-24 - 2010-04-13, Best order: (5, 0, 5)-(1, 1), AIC: 240.012326182818, Final model FAILED to converge
[2024-06-02T03:19:08] Estimation window: 2006-04-25 - 2010-04-14, Best order: (5, 0, 5)-(1, 1), AIC: -6.01141614852757, Final model converged
[2024-06-02T03:19:20] Estimation window: 2006-04-26 - 2010-04-15, Best order: (5, 0, 4)-(1, 1), AIC: -6.00732708742795, Final model FAILED to converge
[2024-06-02T03:19:31] Estimation window: 2006-04-27 - 2010-04-16, Best order: (5, 0, 4)-(1, 1), AIC: -6.00247299993306, Final model FAILED to converge
[2024-06-02T03:19:42] Estimation window: 2006-04-28 - 2010-04-19, Best order: (3, 0, 3)-(1, 1), AIC: -6.00493869996742, Final model converged
[2024-06-02T03:19:59] Estimation window: 2006-05-01 - 2010-04-20, Best order: (3, 0, 3)-(1, 1), AIC: -6.00503209185428, Final model converged
[2024-06-02T03:20:10] Estimation window: 2006-05-02 - 2010-04-21, Best order: (5, 0, 4)-(1, 1), AIC: -6.00490989538841, Final model FAILED to converge
[2024-06-02T03:20:30] Estimation window: 2006-05-03 - 2010-04-22, Best order: (4, 0, 5)-(1, 1), AIC: -6.0077565113776, Final model converged
[2024-06-02T03:20:48] Estimation window: 2006-05-04 - 2010-04-23, Best order: (3, 0, 3)-(1, 1), AIC: -6.0059245525369, Final model converged
[2024-06-02T03:21:23] Estimation window: 2006-05-05 - 2010-04-26, Best order: (4, 0, 5)-(1, 1), AIC: -6.00399124740364, Final model converged
[2024-06-02T03:21:45] Estimation window: 2006-05-08 - 2010-04-27, Best order: (3, 0, 3)-(1, 1), AIC: -6.0000806589482, Final model converged
[2024-06-02T03:22:03] Estimation window: 2006-05-09 - 2010-04-28, Best order: (4, 0, 5)-(1, 1), AIC: -5.98979583469273, Final model converged
