[2024-06-02T20:05:24] Estimation window: 2014-06-06 - 2018-05-24, Best order: (4, 0, 4)-(1, 1), AIC: -7.09978858603807, Final model converged
[2024-06-02T20:05:48] Estimation window: 2014-06-09 - 2018-05-25, Best order: (4, 0, 4)-(1, 1), AIC: -7.08758965878613, Final model converged
[2024-06-02T20:06:08] Estimation window: 2014-06-10 - 2018-05-29, Best order: (4, 0, 3)-(1, 1), AIC: -7.07717759614772, Final model converged
[2024-06-02T20:06:31] Estimation window: 2014-06-11 - 2018-05-30, Best order: (3, 0, 4)-(1, 1), AIC: -7.06266115091144, Final model converged
[2024-06-02T20:06:58] Estimation window: 2014-06-12 - 2018-05-31, Best order: (5, 0, 5)-(1, 1), AIC: -7.0674954645231, Final model converged
[2024-06-02T20:07:16] Estimation window: 2014-06-13 - 2018-06-01, Best order: (4, 0, 5)-(1, 1), AIC: -7.08989594611064, Final model converged
[2024-06-02T20:07:33] Estimation window: 2014-06-16 - 2018-06-04, Best order: (5, 0, 5)-(1, 1), AIC: -7.08504495564445, Final model converged
[2024-06-02T20:08:08] Estimation window: 2014-06-17 - 2018-06-05, Best order: (3, 0, 4)-(1, 1), AIC: -7.05934442234109, Final model converged
[2024-06-02T20:08:35] Estimation window: 2014-06-18 - 2018-06-06, Best order: (4, 0, 5)-(1, 1), AIC: -7.07844032360048, Final model converged
[2024-06-02T20:08:50] Estimation window: 2014-06-19 - 2018-06-07, Best order: (3, 0, 4)-(1, 1), AIC: -7.0699614300631, Final model FAILED to converge
[2024-06-02T20:09:08] Estimation window: 2014-06-20 - 2018-06-08, Best order: (3, 0, 5)-(1, 1), AIC: -7.06609349077031, Final model converged
[2024-06-02T20:09:24] Estimation window: 2014-06-23 - 2018-06-11, Best order: (5, 0, 4)-(1, 1), AIC: -7.07392766888731, Final model converged
[2024-06-02T20:10:14] Estimation window: 2014-06-24 - 2018-06-12, Best order: (5, 0, 4)-(1, 1), AIC: 613.610772081373, Final model FAILED to converge
[2024-06-02T20:10:31] Estimation window: 2014-06-25 - 2018-06-13, Best order: (5, 0, 4)-(1, 1), AIC: -7.09526285635049, Final model converged
[2024-06-02T20:10:51] Estimation window: 2014-06-26 - 2018-06-14, Best order: (5, 0, 4)-(1, 1), AIC: -7.09645832431462, Final model converged
[2024-06-02T20:11:07] Estimation window: 2014-06-27 - 2018-06-15, Best order: (4, 0, 5)-(1, 1), AIC: -7.09702231715843, Final model converged
[2024-06-02T20:11:20] Estimation window: 2014-06-30 - 2018-06-18, Best order: (4, 0, 4)-(1, 1), AIC: -7.08426391830849, Final model converged
