[2024-06-02T03:10:46] Estimation window: 2005-06-30 - 2009-06-19, Best order: (3, 0, 3)-(1, 1), AIC: -6.19752669706288, Final model converged
[2024-06-02T03:10:59] Estimation window: 2005-07-01 - 2009-06-22, Best order: (5, 0, 5)-(1, 1), AIC: -6.21520147882036, Final model converged
[2024-06-02T03:11:10] Estimation window: 2005-07-05 - 2009-06-23, Best order: (3, 0, 3)-(1, 1), AIC: -6.19034447543395, Final model converged
[2024-06-02T03:11:29] Estimation window: 2005-07-06 - 2009-06-24, Best order: (5, 0, 5)-(1, 1), AIC: -6.21300461456465, Final model converged
[2024-06-02T03:11:47] Estimation window: 2005-07-07 - 2009-06-25, Best order: (3, 0, 4)-(1, 1), AIC: -6.20811865458437, Final model converged
[2024-06-02T03:12:09] Estimation window: 2005-07-08 - 2009-06-26, Best order: (4, 0, 5)-(1, 1), AIC: -6.20251029749025, Final model FAILED to converge
[2024-06-02T03:12:39] Estimation window: 2005-07-11 - 2009-06-29, Best order: (5, 0, 5)-(1, 1), AIC: -6.17770541242984, Final model converged
[2024-06-02T03:12:51] Estimation window: 2005-07-12 - 2009-06-30, Best order: (3, 0, 3)-(1, 1), AIC: -6.18374870774759, Final model converged
[2024-06-02T03:13:02] Estimation window: 2005-07-13 - 2009-07-01, Best order: (3, 0, 3)-(1, 1), AIC: -6.20349282853095, Final model converged
[2024-06-02T03:13:15] Estimation window: 2005-07-14 - 2009-07-02, Best order: (1, 0, 1)-(1, 1), AIC: -6.17864990254468, Final model converged
[2024-06-02T03:13:26] Estimation window: 2005-07-15 - 2009-07-06, Best order: (3, 0, 3)-(1, 1), AIC: -6.18783092443724, Final model converged
[2024-06-02T03:13:38] Estimation window: 2005-07-18 - 2009-07-07, Best order: (4, 0, 5)-(1, 1), AIC: -6.19757180699241, Final model converged
[2024-06-02T03:14:06] Estimation window: 2005-07-19 - 2009-07-08, Best order: (5, 0, 5)-(1, 1), AIC: -6.18196472391664, Final model converged
[2024-06-02T03:14:23] Estimation window: 2005-07-20 - 2009-07-09, Best order: (3, 0, 4)-(1, 1), AIC: -6.18680438919332, Final model converged
[2024-06-02T03:14:56] Estimation window: 2005-07-21 - 2009-07-10, Best order: (5, 0, 2)-(1, 1), AIC: -6.15880906854068, Final model FAILED to converge
[2024-06-02T03:15:13] Estimation window: 2005-07-22 - 2009-07-13, Best order: (4, 0, 5)-(1, 1), AIC: -6.1882445532242, Final model converged
[2024-06-02T03:15:25] Estimation window: 2005-07-25 - 2009-07-14, Best order: (2, 0, 5)-(1, 1), AIC: -6.17853160575639, Final model converged
[2024-06-02T03:15:44] Estimation window: 2005-07-26 - 2009-07-15, Best order: (4, 0, 3)-(1, 1), AIC: -6.18421724325031, Final model FAILED to converge
[2024-06-02T03:16:01] Estimation window: 2005-07-27 - 2009-07-16, Best order: (3, 0, 3)-(1, 1), AIC: -6.15876360972454, Final model converged
[2024-06-02T03:16:12] Estimation window: 2005-07-28 - 2009-07-17, Best order: (5, 0, 5)-(1, 1), AIC: -6.17236582164464, Final model converged
[2024-06-02T03:16:29] Estimation window: 2005-07-29 - 2009-07-20, Best order: (4, 0, 5)-(1, 1), AIC: -6.14610318608391, Final model converged
[2024-06-02T03:16:40] Estimation window: 2005-08-01 - 2009-07-21, Best order: (4, 0, 4)-(1, 1), AIC: -6.15722288530903, Final model converged
[2024-06-02T03:16:57] Estimation window: 2005-08-02 - 2009-07-22, Best order: (4, 0, 5)-(1, 1), AIC: -6.16552857264915, Final model converged
[2024-06-02T03:17:09] Estimation window: 2005-08-03 - 2009-07-23, Best order: (4, 0, 5)-(1, 1), AIC: -6.17335422554208, Final model converged
[2024-06-02T03:17:25] Estimation window: 2005-08-04 - 2009-07-24, Best order: (5, 0, 5)-(1, 1), AIC: -6.16817324418438, Final model converged
