[2024-06-02T20:05:31] Estimation window: 2013-12-13 - 2017-12-01, Best order: (5, 0, 4)-(1, 1), AIC: -7.14490521313745, Final model converged
[2024-06-02T20:05:45] Estimation window: 2013-12-16 - 2017-12-04, Best order: (5, 0, 5)-(1, 1), AIC: -7.13845401350124, Final model converged
[2024-06-02T20:06:00] Estimation window: 2013-12-17 - 2017-12-05, Best order: (4, 0, 3)-(1, 1), AIC: -7.14845558649988, Final model converged
[2024-06-02T20:06:21] Estimation window: 2013-12-18 - 2017-12-06, Best order: (3, 0, 5)-(1, 1), AIC: -7.14289384284019, Final model FAILED to converge
[2024-06-02T20:06:39] Estimation window: 2013-12-19 - 2017-12-07, Best order: (4, 0, 3)-(1, 1), AIC: -7.15461889587037, Final model FAILED to converge
[2024-06-02T20:07:07] Estimation window: 2013-12-20 - 2017-12-08, Best order: (4, 0, 5)-(1, 1), AIC: -7.1594334191467, Final model FAILED to converge
[2024-06-02T20:07:22] Estimation window: 2013-12-23 - 2017-12-11, Best order: (5, 0, 3)-(1, 1), AIC: -7.1614699604135, Final model converged
[2024-06-02T20:07:37] Estimation window: 2013-12-24 - 2017-12-12, Best order: (4, 0, 3)-(1, 1), AIC: -7.09666996322386, Final model converged
[2024-06-02T20:07:51] Estimation window: 2013-12-26 - 2017-12-13, Best order: (5, 0, 3)-(1, 1), AIC: -7.14739537381511, Final model FAILED to converge
[2024-06-02T20:08:05] Estimation window: 2013-12-27 - 2017-12-14, Best order: (3, 0, 5)-(1, 1), AIC: -7.16384735907127, Final model FAILED to converge
[2024-06-02T20:08:20] Estimation window: 2013-12-30 - 2017-12-15, Best order: (4, 0, 3)-(1, 1), AIC: -7.09050993342487, Final model converged
[2024-06-02T20:08:42] Estimation window: 2013-12-31 - 2017-12-18, Best order: (3, 0, 5)-(1, 1), AIC: -7.08087181261894, Final model converged
[2024-06-02T20:09:06] Estimation window: 2014-01-02 - 2017-12-19, Best order: (5, 0, 3)-(1, 1), AIC: -7.16754390919019, Final model converged
[2024-06-02T20:09:22] Estimation window: 2014-01-03 - 2017-12-20, Best order: (5, 0, 3)-(1, 1), AIC: -7.17173078797082, Final model converged
[2024-06-02T20:09:39] Estimation window: 2014-01-06 - 2017-12-21, Best order: (5, 0, 5)-(1, 1), AIC: -7.09164702490134, Final model converged
[2024-06-02T20:10:00] Estimation window: 2014-01-07 - 2017-12-22, Best order: (5, 0, 3)-(1, 1), AIC: -7.15131451346431, Final model converged
[2024-06-02T20:10:24] Estimation window: 2014-01-08 - 2017-12-26, Best order: (5, 0, 5)-(1, 1), AIC: -7.16336885938623, Final model converged
