[2024-06-01T13:54:30] Estimation window: 2002-10-18 - 2004-10-13, Best order: (2, 0, 5)-(1, 1), AIC: -6.55956999632933, Final model converged
[2024-06-01T13:54:52] Estimation window: 2002-10-21 - 2004-10-14, Best order: (5, 0, 4)-(1, 1), AIC: -6.56462564717581, Final model converged
[2024-06-01T13:55:05] Estimation window: 2002-10-22 - 2004-10-15, Best order: (4, 0, 3)-(1, 1), AIC: -6.58788043642071, Final model converged
[2024-06-01T13:55:19] Estimation window: 2002-10-23 - 2004-10-18, Best order: (5, 0, 5)-(1, 1), AIC: -6.54870769435473, Final model converged
[2024-06-01T13:55:36] Estimation window: 2002-10-24 - 2004-10-19, Best order: (3, 0, 4)-(1, 1), AIC: -6.57540220142702, Final model converged
[2024-06-01T13:55:53] Estimation window: 2002-10-25 - 2004-10-20, Best order: (5, 0, 4)-(1, 1), AIC: -6.57570763588834, Final model converged
[2024-06-01T13:56:04] Estimation window: 2002-10-28 - 2004-10-21, Best order: (2, 0, 3)-(1, 1), AIC: -6.58316008756214, Final model converged
[2024-06-01T13:56:24] Estimation window: 2002-10-29 - 2004-10-22, Best order: (5, 0, 2)-(1, 1), AIC: -6.60622515787911, Final model converged
[2024-06-01T13:56:47] Estimation window: 2002-10-30 - 2004-10-25, Best order: (4, 0, 5)-(1, 1), AIC: -6.59902782186099, Final model converged
[2024-06-01T13:57:00] Estimation window: 2002-10-31 - 2004-10-26, Best order: (4, 0, 2)-(1, 1), AIC: -6.61717776025156, Final model converged
[2024-06-01T13:57:11] Estimation window: 2002-11-01 - 2004-10-27, Best order: (2, 0, 3)-(1, 1), AIC: -6.60671084348598, Final model converged
[2024-06-01T13:57:22] Estimation window: 2002-11-04 - 2004-10-28, Best order: (2, 0, 4)-(1, 1), AIC: -6.58654511117969, Final model converged
[2024-06-01T13:57:50] Estimation window: 2002-11-05 - 2004-10-29, Best order: (5, 0, 4)-(1, 1), AIC: -6.58700391612276, Final model converged
[2024-06-01T13:58:16] Estimation window: 2002-11-06 - 2004-11-01, Best order: (4, 0, 2)-(1, 1), AIC: -6.6218402623202, Final model converged
[2024-06-01T13:58:38] Estimation window: 2002-11-07 - 2004-11-02, Best order: (4, 0, 5)-(1, 1), AIC: -6.6200605690211, Final model converged
[2024-06-01T13:58:51] Estimation window: 2002-11-08 - 2004-11-03, Best order: (4, 0, 5)-(1, 1), AIC: -6.56346901237251, Final model converged
[2024-06-01T13:59:02] Estimation window: 2002-11-11 - 2004-11-04, Best order: (3, 0, 3)-(1, 1), AIC: -6.61207127725726, Final model converged
[2024-06-01T13:59:14] Estimation window: 2002-11-12 - 2004-11-05, Best order: (4, 0, 2)-(1, 1), AIC: -6.6189102355347, Final model converged
[2024-06-01T13:59:25] Estimation window: 2002-11-13 - 2004-11-08, Best order: (4, 0, 2)-(1, 1), AIC: -6.63042304279164, Final model converged
[2024-06-01T13:59:43] Estimation window: 2002-11-14 - 2004-11-09, Best order: (2, 0, 4)-(1, 1), AIC: -6.62078887511693, Final model FAILED to converge
[2024-06-01T13:59:59] Estimation window: 2002-11-15 - 2004-11-10, Best order: (5, 0, 5)-(1, 1), AIC: -6.65484100504404, Final model converged
[2024-06-01T14:00:12] Estimation window: 2002-11-18 - 2004-11-11, Best order: (5, 0, 4)-(1, 1), AIC: -6.65408103523719, Final model converged
[2024-06-01T14:00:49] Estimation window: 2002-11-19 - 2004-11-12, Best order: (5, 0, 3)-(1, 1), AIC: -6.64414376380047, Final model converged
[2024-06-01T14:01:14] Estimation window: 2002-11-20 - 2004-11-15, Best order: (2, 0, 3)-(1, 1), AIC: -6.65226505653358, Final model converged
[2024-06-01T14:01:37] Estimation window: 2002-11-21 - 2004-11-16, Best order: (5, 0, 4)-(1, 1), AIC: -6.66686185744642, Final model converged
[2024-06-01T14:01:58] Estimation window: 2002-11-22 - 2004-11-17, Best order: (4, 0, 3)-(1, 1), AIC: -6.65952672198406, Final model converged
[2024-06-01T14:02:19] Estimation window: 2002-11-25 - 2004-11-18, Best order: (4, 0, 4)-(1, 1), AIC: -6.60244620433247, Final model converged
[2024-06-01T14:02:50] Estimation window: 2002-11-26 - 2004-11-19, Best order: (4, 0, 2)-(1, 1), AIC: -6.64577303690984, Final model converged
[2024-06-01T14:03:08] Estimation window: 2002-11-27 - 2004-11-22, Best order: (5, 0, 4)-(1, 1), AIC: -6.70931279297087, Final model converged
[2024-06-01T14:03:30] Estimation window: 2002-11-29 - 2004-11-23, Best order: (5, 0, 4)-(1, 1), AIC: -6.65363323574819, Final model converged
[2024-06-01T14:03:47] Estimation window: 2002-12-02 - 2004-11-24, Best order: (5, 0, 4)-(1, 1), AIC: -6.68063325422558, Final model converged
[2024-06-01T14:04:00] Estimation window: 2002-12-03 - 2004-11-26, Best order: (5, 0, 4)-(1, 1), AIC: -6.63712005365531, Final model converged
[2024-06-01T14:04:37] Estimation window: 2002-12-04 - 2004-11-29, Best order: (3, 0, 4)-(1, 1), AIC: 656.417241891012, Final model converged
[2024-06-01T14:04:49] Estimation window: 2002-12-05 - 2004-11-30, Best order: (4, 0, 3)-(1, 1), AIC: -6.61142261672518, Final model converged
[2024-06-01T14:05:01] Estimation window: 2002-12-06 - 2004-12-01, Best order: (4, 0, 5)-(1, 1), AIC: -6.6486446391431, Final model converged
[2024-06-01T14:05:21] Estimation window: 2002-12-09 - 2004-12-02, Best order: (5, 0, 4)-(1, 1), AIC: -6.67858465981042, Final model converged
[2024-06-01T14:05:33] Estimation window: 2002-12-10 - 2004-12-03, Best order: (4, 0, 2)-(1, 1), AIC: -6.70711097909485, Final model converged
[2024-06-01T14:05:48] Estimation window: 2002-12-11 - 2004-12-06, Best order: (5, 0, 4)-(1, 1), AIC: -6.65594552665367, Final model converged
[2024-06-01T14:06:00] Estimation window: 2002-12-12 - 2004-12-07, Best order: (5, 0, 3)-(1, 1), AIC: -6.63200028823035, Final model converged
[2024-06-01T14:06:20] Estimation window: 2002-12-13 - 2004-12-08, Best order: (3, 0, 2)-(1, 1), AIC: -6.69870034785531, Final model converged
[2024-06-01T14:06:40] Estimation window: 2002-12-16 - 2004-12-09, Best order: (3, 0, 4)-(1, 1), AIC: -6.65377408603847, Final model converged
[2024-06-01T14:06:52] Estimation window: 2002-12-17 - 2004-12-10, Best order: (2, 0, 3)-(1, 1), AIC: -6.65394006563296, Final model converged
[2024-06-01T14:07:19] Estimation window: 2002-12-18 - 2004-12-13, Best order: (2, 0, 4)-(1, 1), AIC: -6.68765182226615, Final model converged
[2024-06-01T14:07:36] Estimation window: 2002-12-19 - 2004-12-14, Best order: (3, 0, 5)-(1, 1), AIC: -6.6453978569758, Final model converged
[2024-06-01T14:07:48] Estimation window: 2002-12-20 - 2004-12-15, Best order: (5, 0, 5)-(1, 1), AIC: -6.67926893318202, Final model converged
[2024-06-01T14:08:05] Estimation window: 2002-12-23 - 2004-12-16, Best order: (4, 0, 2)-(1, 1), AIC: -6.65939150644351, Final model converged
[2024-06-01T14:08:19] Estimation window: 2002-12-24 - 2004-12-17, Best order: (5, 0, 5)-(1, 1), AIC: -6.70618376788916, Final model FAILED to converge
[2024-06-01T14:08:35] Estimation window: 2002-12-26 - 2004-12-20, Best order: (3, 0, 2)-(1, 1), AIC: -6.71604341751723, Final model converged
[2024-06-01T14:08:48] Estimation window: 2002-12-27 - 2004-12-21, Best order: (4, 0, 3)-(1, 1), AIC: -6.66217572929652, Final model converged
[2024-06-01T14:09:04] Estimation window: 2002-12-30 - 2004-12-22, Best order: (4, 0, 5)-(1, 1), AIC: -6.66314274224057, Final model converged
[2024-06-01T14:09:38] Estimation window: 2002-12-31 - 2004-12-23, Best order: (3, 0, 2)-(1, 1), AIC: -6.65916040412832, Final model converged
[2024-06-01T14:09:58] Estimation window: 2003-01-02 - 2004-12-27, Best order: (5, 0, 4)-(1, 1), AIC: -6.71842938789902, Final model converged
[2024-06-01T14:10:17] Estimation window: 2003-01-03 - 2004-12-28, Best order: (4, 0, 5)-(1, 1), AIC: -6.69649613489583, Final model converged
[2024-06-01T14:10:30] Estimation window: 2003-01-06 - 2004-12-29, Best order: (4, 0, 5)-(1, 1), AIC: -6.68975063387576, Final model converged
[2024-06-01T14:10:48] Estimation window: 2003-01-07 - 2004-12-30, Best order: (5, 0, 3)-(1, 1), AIC: -6.68983982563197, Final model converged
[2024-06-01T14:11:05] Estimation window: 2003-01-08 - 2004-12-31, Best order: (3, 0, 3)-(1, 1), AIC: -6.69308884656912, Final model converged
[2024-06-01T14:11:32] Estimation window: 2003-01-09 - 2005-01-03, Best order: (3, 0, 2)-(1, 1), AIC: -6.71291013775615, Final model converged
[2024-06-01T14:11:44] Estimation window: 2003-01-10 - 2005-01-04, Best order: (4, 0, 4)-(1, 1), AIC: -6.73997361126963, Final model converged
[2024-06-01T14:11:56] Estimation window: 2003-01-13 - 2005-01-05, Best order: (4, 0, 5)-(1, 1), AIC: -6.73210939532116, Final model converged
[2024-06-01T14:12:08] Estimation window: 2003-01-14 - 2005-01-06, Best order: (4, 0, 4)-(1, 1), AIC: -6.72542854874485, Final model converged
[2024-06-01T14:12:21] Estimation window: 2003-01-15 - 2005-01-07, Best order: (4, 0, 5)-(1, 1), AIC: -6.7055815731927, Final model converged
[2024-06-01T14:12:45] Estimation window: 2003-01-16 - 2005-01-10, Best order: (4, 0, 5)-(1, 1), AIC: -6.76489721014383, Final model converged
[2024-06-01T14:13:06] Estimation window: 2003-01-17 - 2005-01-11, Best order: (4, 0, 4)-(1, 1), AIC: -6.69766876870515, Final model converged
[2024-06-01T14:13:17] Estimation window: 2003-01-21 - 2005-01-12, Best order: (4, 0, 4)-(1, 1), AIC: -6.71887913415831, Final model converged
[2024-06-01T14:13:29] Estimation window: 2003-01-22 - 2005-01-13, Best order: (5, 0, 5)-(1, 1), AIC: -6.75652674888025, Final model converged
[2024-06-01T14:13:42] Estimation window: 2003-01-23 - 2005-01-14, Best order: (4, 0, 2)-(1, 1), AIC: -6.72660562448241, Final model converged
[2024-06-01T14:14:01] Estimation window: 2003-01-24 - 2005-01-18, Best order: (3, 0, 2)-(1, 1), AIC: -6.73011791257341, Final model converged
[2024-06-01T14:14:20] Estimation window: 2003-01-27 - 2005-01-19, Best order: (5, 0, 3)-(1, 1), AIC: -6.73325120306716, Final model converged
[2024-06-01T14:14:32] Estimation window: 2003-01-28 - 2005-01-20, Best order: (5, 0, 4)-(1, 1), AIC: -6.7813248826539, Final model converged
[2024-06-01T14:14:44] Estimation window: 2003-01-29 - 2005-01-21, Best order: (4, 0, 3)-(1, 1), AIC: -6.76707976007049, Final model converged
[2024-06-01T14:15:03] Estimation window: 2003-01-30 - 2005-01-24, Best order: (2, 0, 4)-(1, 1), AIC: -6.76409944189769, Final model converged
[2024-06-01T14:15:21] Estimation window: 2003-01-31 - 2005-01-25, Best order: (4, 0, 5)-(1, 1), AIC: -6.80045273978055, Final model converged
[2024-06-01T14:15:38] Estimation window: 2003-02-03 - 2005-01-26, Best order: (4, 0, 4)-(1, 1), AIC: -6.82357479355696, Final model converged
[2024-06-01T14:15:56] Estimation window: 2003-02-04 - 2005-01-27, Best order: (4, 0, 3)-(1, 1), AIC: -6.80757814114388, Final model converged
[2024-06-01T14:16:08] Estimation window: 2003-02-05 - 2005-01-28, Best order: (3, 0, 5)-(1, 1), AIC: -6.81295163495349, Final model converged
[2024-06-01T14:16:20] Estimation window: 2003-02-06 - 2005-01-31, Best order: (2, 0, 3)-(1, 1), AIC: -6.81809355204692, Final model converged
[2024-06-01T14:16:31] Estimation window: 2003-02-07 - 2005-02-01, Best order: (5, 0, 5)-(1, 1), AIC: -6.7657142688553, Final model converged
[2024-06-01T14:16:46] Estimation window: 2003-02-10 - 2005-02-02, Best order: (4, 0, 5)-(1, 1), AIC: -6.76304401845448, Final model converged
[2024-06-01T14:17:01] Estimation window: 2003-02-11 - 2005-02-03, Best order: (4, 0, 2)-(1, 1), AIC: -6.78613952673516, Final model converged
[2024-06-01T14:17:13] Estimation window: 2003-02-12 - 2005-02-04, Best order: (5, 0, 4)-(1, 1), AIC: -6.81011481224421, Final model converged
[2024-06-01T14:17:26] Estimation window: 2003-02-13 - 2005-02-07, Best order: (4, 0, 4)-(1, 1), AIC: -6.79872773091566, Final model converged
[2024-06-01T14:17:45] Estimation window: 2003-02-14 - 2005-02-08, Best order: (3, 0, 4)-(1, 1), AIC: -6.78826475729305, Final model converged
[2024-06-01T14:18:10] Estimation window: 2003-02-18 - 2005-02-09, Best order: (5, 0, 4)-(1, 1), AIC: -6.80422755215346, Final model FAILED to converge
[2024-06-01T14:18:28] Estimation window: 2003-02-19 - 2005-02-10, Best order: (2, 0, 5)-(1, 1), AIC: -6.8231837820542, Final model converged
[2024-06-01T14:18:49] Estimation window: 2003-02-20 - 2005-02-11, Best order: (4, 0, 4)-(1, 1), AIC: -6.80029066898865, Final model FAILED to converge
[2024-06-01T14:19:02] Estimation window: 2003-02-21 - 2005-02-14, Best order: (4, 0, 4)-(1, 1), AIC: -6.84875773747118, Final model converged
[2024-06-01T14:19:28] Estimation window: 2003-02-24 - 2005-02-15, Best order: (4, 0, 2)-(1, 1), AIC: -6.81537327944786, Final model converged
[2024-06-01T14:19:45] Estimation window: 2003-02-25 - 2005-02-16, Best order: (5, 0, 5)-(1, 1), AIC: -6.84439028417065, Final model converged
[2024-06-01T14:20:02] Estimation window: 2003-02-26 - 2005-02-17, Best order: (5, 0, 4)-(1, 1), AIC: -6.80784584163326, Final model converged
[2024-06-01T14:20:24] Estimation window: 2003-02-27 - 2005-02-18, Best order: (4, 0, 4)-(1, 1), AIC: -6.83525549660033, Final model converged
[2024-06-01T14:20:41] Estimation window: 2003-02-28 - 2005-02-22, Best order: (4, 0, 2)-(1, 1), AIC: -6.78711610749024, Final model converged
[2024-06-01T14:21:00] Estimation window: 2003-03-03 - 2005-02-23, Best order: (4, 0, 5)-(1, 1), AIC: -6.81384219572961, Final model converged
[2024-06-01T14:21:17] Estimation window: 2003-03-04 - 2005-02-24, Best order: (5, 0, 4)-(1, 1), AIC: -6.81906228619426, Final model converged
[2024-06-01T14:21:32] Estimation window: 2003-03-05 - 2005-02-25, Best order: (4, 0, 3)-(1, 1), AIC: -6.78759758735428, Final model converged
[2024-06-01T14:22:04] Estimation window: 2003-03-06 - 2005-02-28, Best order: (5, 0, 4)-(1, 1), AIC: -6.8250285521695, Final model converged
[2024-06-01T14:22:23] Estimation window: 2003-03-07 - 2005-03-01, Best order: (5, 0, 4)-(1, 1), AIC: -6.8407445836774, Final model converged
[2024-06-01T14:22:45] Estimation window: 2003-03-10 - 2005-03-02, Best order: (5, 0, 4)-(1, 1), AIC: -6.84478950377622, Final model converged
[2024-06-01T14:23:03] Estimation window: 2003-03-11 - 2005-03-03, Best order: (4, 0, 5)-(1, 1), AIC: -6.85752842171903, Final model converged
[2024-06-01T14:23:33] Estimation window: 2003-03-12 - 2005-03-04, Best order: (3, 0, 5)-(1, 1), AIC: -6.83682581726953, Final model converged
[2024-06-01T14:23:54] Estimation window: 2003-03-13 - 2005-03-07, Best order: (5, 0, 4)-(1, 1), AIC: -6.80435095049629, Final model converged
[2024-06-01T14:24:21] Estimation window: 2003-03-14 - 2005-03-08, Best order: (4, 0, 3)-(1, 1), AIC: -6.86356482539952, Final model converged
[2024-06-01T14:24:46] Estimation window: 2003-03-17 - 2005-03-09, Best order: (5, 0, 5)-(1, 1), AIC: -6.90845808919405, Final model converged
[2024-06-01T14:24:59] Estimation window: 2003-03-18 - 2005-03-10, Best order: (4, 0, 2)-(1, 1), AIC: -6.89123954931428, Final model converged
[2024-06-01T14:25:14] Estimation window: 2003-03-19 - 2005-03-11, Best order: (3, 0, 2)-(1, 1), AIC: -6.89269066243251, Final model converged
[2024-06-01T14:25:49] Estimation window: 2003-03-20 - 2005-03-14, Best order: (4, 0, 2)-(1, 1), AIC: -6.82744161298978, Final model converged
[2024-06-01T14:26:06] Estimation window: 2003-03-21 - 2005-03-15, Best order: (5, 0, 5)-(1, 1), AIC: -6.84103274408795, Final model converged
[2024-06-01T14:26:20] Estimation window: 2003-03-24 - 2005-03-16, Best order: (2, 0, 4)-(1, 1), AIC: -6.83854196434113, Final model converged
[2024-06-01T14:26:39] Estimation window: 2003-03-25 - 2005-03-17, Best order: (3, 0, 3)-(1, 1), AIC: -6.88326705694662, Final model converged
[2024-06-01T14:26:52] Estimation window: 2003-03-26 - 2005-03-18, Best order: (5, 0, 5)-(1, 1), AIC: -6.95220141068208, Final model converged
[2024-06-01T14:27:06] Estimation window: 2003-03-27 - 2005-03-21, Best order: (5, 0, 3)-(1, 1), AIC: -6.95324155158629, Final model converged
[2024-06-01T14:27:17] Estimation window: 2003-03-28 - 2005-03-22, Best order: (4, 0, 5)-(1, 1), AIC: -6.93849509621714, Final model converged
[2024-06-01T14:27:29] Estimation window: 2003-03-31 - 2005-03-23, Best order: (4, 0, 3)-(1, 1), AIC: -6.89849098131145, Final model converged
[2024-06-01T14:27:48] Estimation window: 2003-04-01 - 2005-03-24, Best order: (5, 0, 5)-(1, 1), AIC: -6.97480012949204, Final model converged
